,Annual average(鈩?,Annual mean of daily maximum(鈩?,Annual mean of daily minimum(鈩?,Sampling month average(鈩?,Sampling moment(鈩?,Annual(mm),Sampling month(mm),GDP per capita (dollars),City population,Actual Inf rate (m3/d),HRT (hr) Plant,HRT (hr) Aeration tank,SRT (d),BOD:(mg/l):Inf,BOD:inf/(1+recycle ratio),BOD:Aeration tank inf,BOD-Removal rate,COD:(mg/l):Inf,COD:Inf/(1+recycle ratio),COD:Aeration tank inf,COD-Removal rate,NH4-N:(mg/l):Inf,NH4-N:Aeration tank inf,NH4-Removal rate,TN:(mg/l):Inf,TN:Aeration tank inf,TN-Removal rate,TP:(mg/l):Inf,TP:Aeration tank inf,TP-Removal rate,Percentage,MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature(鈩?,Conductivity (miu S/cm),SVI (ml/g),Proteobacteria,Bacteroidota,Patescibacteria,Unclassified,Firmicutes,Planctomycetota,Verrucomicrobiota,Chloroflexi,Myxococcota,Others,Bdellovibrionota,Actinobacteriota,Acidobacteriota,Desulfobacterota,Dependentiae,Cyanobacteria,Spirochaetota,Nanoarchaeota,Elusimicrobiota,SAR324 clade(Marine group B),Armatimonadota
347,19,29,9,22,10.65714,1309,146,46344,4820700,32000,96,24,30,202.1696,116.8853,222.9448,6.525154,400,320,444.2271,36.23311,30,20.95466,0.996666667,45,40.2121,0.888888889,11,5.0762,0.995454545,0.1050774,4552,2,6.87,23.402141,1285.803279,197.4546,31.83984375,39.41796875,1.1171875,0.46484375,1.203125,2.16015625,0.81640625,4.38671875,7.05859375,2.83984375,0.94140625,3.12890625,2.71875,0.41796875,0.09765625,0.0703125,0.54296875,0,0.3203125,0.21875,0.23828125
348,19,29,9,22,10.65714,1309,146,46344,4820700,32000,96,24,30,202.1696,116.8853,222.9448,6.525154,400,320,444.2271,36.23311,30,20.95466,0.996666667,45,40.2121,0.888888889,11,5.0762,0.995454545,0.1050774,4552,2,6.87,23.402141,1285.803279,197.4546,33.45703125,36.81640625,1.1015625,0.37890625,1.21875,2.17578125,0.9296875,4.66796875,7.375,2.63671875,0.91015625,3.72265625,2.8671875,0.38671875,0.0390625,0.03515625,0.45703125,0,0.3828125,0.23828125,0.203125
349,19,29,9,22,10.65714,1309,146,46344,4820700,32000,96,24,30,202.1696,116.8853,222.9448,6.525154,400,320,444.2271,36.23311,30,20.95466,0.996666667,45,40.2121,0.888888889,11,5.0762,0.995454545,0.1050774,4552,2,6.87,23.402141,1285.803279,197.4546,32.51953125,36.46484375,1.26171875,0.47265625,1.6640625,2.07421875,0.89453125,5.2109375,7.078125,2.88671875,1.00390625,4.12109375,2.4609375,0.3125,0.0859375,0.12109375,0.47265625,0.00390625,0.41796875,0.25390625,0.21875
350,19,29,9,22,10.65714,1309,146,46344,4820700,610,19.23245,9.718041,25,170,85,222.9448,0.988235294,486,243,444.2271,36.23311,36.8,20.95466,0.999456522,47.5,40.2121,0.897473684,6.6,5.0762,0.996969697,0,4500,1.5,7.2,23.402141,1285.803279,197.4546,33.109375,32.140625,1.265625,0.63671875,1.3984375,1.6015625,1.8046875,4.67578125,11.015625,5.08203125,0.76953125,1.5703125,2.73046875,0.46484375,0.06640625,0.28125,0.578125,0.01171875,0.41015625,0.15625,0.23046875
351,19,29,9,22,10.65714,1309,146,46344,4820700,610,19.23245,9.718041,25,170,85,222.9448,0.988235294,486,243,444.2271,36.23311,36.8,20.95466,0.999456522,47.5,40.2121,0.897473684,6.6,5.0762,0.996969697,0,4500,1.5,7.2,23.402141,1285.803279,197.4546,29.98046875,35.3359375,1.4609375,0.6484375,1.2109375,1.68359375,1.6953125,5.19140625,10.62109375,4.30859375,0.83203125,2.09765625,2.8671875,0.40234375,0.0546875,0.32421875,0.58203125,0.0078125,0.28515625,0.1953125,0.21484375
352,19,29,9,22,10.65714,1309,146,46344,4820700,610,19.23245,9.718041,25,170,85,222.9448,0.988235294,486,243,444.2271,36.23311,36.8,20.95466,0.999456522,47.5,40.2121,0.897473684,6.6,5.0762,0.996969697,0,4500,1.5,7.2,23.402141,1285.803279,197.4546,30.24609375,34.29296875,1.25,0.60546875,1.16796875,1.84375,1.828125,5,11.125,4.34765625,0.9453125,2.22265625,2.9375,0.4296875,0.07421875,0.3359375,0.515625,0.00390625,0.38671875,0.2109375,0.23046875
353,19,29,9,22,10.65714,1309,146,46344,4820700,610,19.23245,9.718041,25,170,85,222.9448,0.988235294,486,243,444.2271,36.23311,36.8,20.95466,0.999456522,47.5,40.2121,0.897473684,6.6,5.0762,0.996969697,0,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,29.5234375,25.984375,1.34765625,1.453125,2.01953125,4.15234375,1.52734375,6.80078125,5.77734375,5.76953125,0.8203125,5.828125,6.25390625,0.328125,0.20703125,0.25,0.33984375,0.015625,0.28125,0.6171875,0.703125
354,19,29,9,22,10.65714,1309,146,46344,4820700,610,19.23245,9.718041,25,170,85,222.9448,0.988235294,486,243,444.2271,36.23311,36.8,20.95466,0.999456522,47.5,40.2121,0.897473684,6.6,5.0762,0.996969697,0,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,29.12109375,29.46484375,1.234375,1.5859375,1.65234375,3.38671875,1.55859375,6.32421875,6.30078125,5.0625,0.9140625,3.95703125,6.39453125,0.328125,0.19140625,0.27734375,0.4453125,0.0234375,0.2890625,0.70703125,0.78125
355,19,29,9,22,10.65714,1309,146,46344,4820700,610,19.23245,9.718041,25,170,85,222.9448,0.988235294,486,243,444.2271,36.23311,36.8,20.95466,0.999456522,47.5,40.2121,0.897473684,6.6,5.0762,0.996969697,0,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,30.22265625,24.4296875,1.25390625,1.515625,2.125,3.859375,1.515625,6.78125,6.89453125,5.640625,0.91796875,5.8828125,5.78125,0.421875,0.23828125,0.25390625,0.41796875,0.0078125,0.25390625,0.82421875,0.76171875
356,19,29,9,22,10.65714,1309,146,46344,4820700,14830,19.23245,9.718041,12,340,154.5454545,222.9448,0.994117647,740,336.3636364,444.2271,36.23311,44.6,20.95466,0.987443946,58.9,40.2121,0.912224109,9.5,5.0762,0.994526316,0.1050774,2972,2.664488,7.3,23,1285.803279,197.4546,28.65625,30.71484375,1.47265625,0.890625,3.55859375,2.6328125,0.9140625,7.83203125,6.5703125,5.78515625,0.5234375,4.08203125,4.44140625,0.41015625,0.38671875,0.04296875,0.2109375,0.03125,0.09765625,0.3828125,0.36328125
357,19,29,9,22,10.65714,1309,146,46344,4820700,14830,19.23245,9.718041,12,340,154.5454545,222.9448,0.994117647,740,336.3636364,444.2271,36.23311,44.6,20.95466,0.987443946,58.9,40.2121,0.912224109,9.5,5.0762,0.994526316,0.1050774,2972,2.664488,7.3,23,1285.803279,197.4546,20.13671875,34.93359375,1.92578125,0.98828125,1.390625,3.2109375,1.37890625,9.19140625,8.1875,3.8046875,0.4140625,6.84765625,5.67578125,0.28125,0.5078125,0.0546875,0.234375,0.01953125,0.09375,0.3671875,0.35546875
358,19,29,9,22,10.65714,1309,146,46344,4820700,14830,19.23245,9.718041,12,340,154.5454545,222.9448,0.994117647,740,336.3636364,444.2271,36.23311,44.6,20.95466,0.987443946,58.9,40.2121,0.912224109,9.5,5.0762,0.994526316,0.1050774,2972,2.664488,7.3,23,1285.803279,197.4546,20.8203125,33.734375,1.9609375,1.015625,1.4453125,3.1171875,1.23046875,8.85546875,8.2265625,3.9296875,0.4453125,7.30859375,5.6875,0.38671875,0.515625,0.0546875,0.203125,0.0234375,0.109375,0.48828125,0.44140625
359,12,24,3,14,10.65714,592,42,46600,515000,6134.4,3,4,8,460,259.3010147,9.8,0.982608696,430.1086,245.8166,444.2271,36.23311,32.5,20.95466,0.341538462,60,40.2121,0.456666667,11.1,5.0762,0.333333333,0,3464.726266,0.3,6.91,22.2,1285.803279,197.4546,22.7578125,27.40234375,1.38671875,1.3046875,25.7890625,2.1015625,1.0546875,2.94921875,2.1640625,2.40625,0.33203125,1.4921875,5.7265625,0.84375,0.14453125,0.0234375,0.0546875,0.08203125,0.078125,0.96484375,0.94140625
360,12,24,3,14,10.65714,592,42,46600,515000,6134.4,3,4,8,460,259.3010147,9.8,0.982608696,430.1086,245.8166,444.2271,36.23311,32.5,20.95466,0.341538462,60,40.2121,0.456666667,11.1,5.0762,0.333333333,0,3464.726266,0.3,6.91,22.2,1285.803279,197.4546,59.9921875,15.05859375,0.625,0.5078125,13.25,1.08984375,0.5234375,1.58984375,0.89453125,1,0.15234375,0.7265625,3.09765625,0.2421875,0.0703125,0.00390625,0.05859375,0.04296875,0.0859375,0.51171875,0.4765625
361,12,24,3,14,10.65714,592,42,46600,515000,6134.4,3,4,8,460,259.3010147,9.8,0.982608696,430.1086,245.8166,444.2271,36.23311,32.5,20.95466,0.341538462,60,40.2121,0.456666667,11.1,5.0762,0.333333333,0,3464.726266,0.3,6.91,22.2,1285.803279,197.4546,63.23828125,14.81640625,0.6171875,0.49609375,10.13671875,1.13671875,0.4375,1.6796875,1.1015625,1.171875,0.10546875,0.73828125,2.8125,0.234375,0.03515625,0.00390625,0.04296875,0.02734375,0.08203125,0.60546875,0.48046875
362,12,24,3,14,10.65714,592,42,46600,515000,6134.4,3,4,8,460,259.3010147,222.9448,0.982608696,430.1086,245.8166,444.2271,36.23311,32.5,20.95466,0.341538462,60,40.2121,0.456666667,11.1,5.0762,0.333333333,0,3464.726266,3.4,6.97,22,1285.803279,197.4546,31.69140625,25.64453125,1.0859375,1.328125,22.95703125,1.66015625,0.77734375,1.96484375,2.0078125,2.41015625,0.3125,1.33984375,3.984375,0.6875,0.08203125,0.01171875,0.08203125,0.0703125,0.0859375,0.94140625,0.875
363,12,24,3,14,10.65714,592,42,46600,515000,6134.4,3,4,8,460,259.3010147,222.9448,0.982608696,430.1086,245.8166,444.2271,36.23311,32.5,20.95466,0.341538462,60,40.2121,0.456666667,11.1,5.0762,0.333333333,0,3464.726266,2.7,6.97,22,1285.803279,197.4546,17.4453125,30.09375,1.3515625,1.75,26.07421875,2.43359375,1.3125,2.69921875,2.52734375,2.5859375,0.44921875,1.65625,5.6640625,0.88671875,0.1171875,0,0.06640625,0.0859375,0.0859375,1.34375,1.37109375
364,12,24,3,14,10.65714,592,42,46600,515000,6134.4,3,4,8,460,259.3010147,222.9448,0.982608696,430.1086,245.8166,444.2271,36.23311,32.5,20.95466,0.341538462,60,40.2121,0.456666667,11.1,5.0762,0.333333333,0,3464.726266,3.4,6.97,22,1285.803279,197.4546,19.26953125,30.8359375,1.5390625,2.1171875,22.75390625,2.546875,1.4140625,2.86328125,2.4375,2.5390625,0.41796875,1.72265625,5.78125,0.92578125,0.203125,0.00390625,0.125,0.1484375,0.125,1.12890625,1.1015625
365,19,33,8,13,10.65714,807,15,65651,2041400,9170,12.5,9.718041,13.5,220.27,116.8853,229,0.952558224,468.1,245.8166,370,0.879171117,35.22,35.22,0.994889267,74.41,72.06,0.81037495,12.04,12.25,0.355481728,0.1050774,3464.726266,1.33,7.22,23.402141,1285.803279,197.4546,37.8125,45.83203125,0.3046875,0.2578125,6.53515625,0.4453125,0.23046875,0.484375,0.94921875,3.41796875,0.45703125,0.5703125,1.796875,0.18359375,0.3125,0.0078125,0.0234375,0,0.06640625,0.16796875,0.14453125
366,19,33,8,13,10.65714,807,15,65651,2041400,9170,12.5,9.718041,13.5,220.27,116.8853,229,0.952558224,468.1,245.8166,370,0.879171117,35.22,35.22,0.994889267,74.41,72.06,0.81037495,12.04,12.25,0.355481728,0.1050774,3464.726266,1.33,7.22,23.402141,1285.803279,197.4546,36.26953125,45.87109375,0.33984375,0.36328125,6.20703125,0.70703125,0.35546875,0.8828125,1.31640625,3.16015625,0.453125,1.234375,1.80078125,0.19140625,0.3046875,0.0078125,0.04296875,0,0.08984375,0.23046875,0.171875
367,19,33,8,13,10.65714,807,15,65651,2041400,9170,12.5,9.718041,13.5,220.27,116.8853,229,0.952558224,468.1,245.8166,370,0.879171117,35.22,35.22,0.994889267,74.41,72.06,0.81037495,12.04,12.25,0.355481728,0.1050774,3464.726266,1.33,7.22,23.402141,1285.803279,197.4546,52.8984375,32.1328125,0.25390625,0.3046875,5.82421875,0.6015625,0.31640625,0.98046875,0.8203125,0.7578125,0.2421875,3.11328125,1.1484375,0.08984375,0.3046875,0,0,0,0.03515625,0.1328125,0.04296875
368,19,33,8,13,10.65714,807,15,65651,2041400,9170,12.5,9.718041,13.5,220.27,116.8853,222.9448,0.952558224,468.1,245.8166,444.2271,0.879171117,26.64511,20.95466,2.475801,74.41,40.2121,0.81037495,12.04,5.0762,0.355481728,0.1050774,3464.726266,1.22,7.096624,23.402141,1285.803279,197.4546,39.0625,35.0234375,0.36328125,0.30859375,10.546875,0.71875,0.3671875,1.671875,0.91796875,1.6171875,0.328125,6.8046875,1.5,0.09375,0.33203125,0.01953125,0.01953125,0.00390625,0.07421875,0.13671875,0.08984375
369,19,33,8,13,10.65714,807,15,65651,2041400,9170,12.5,9.718041,13.5,220.27,116.8853,222.9448,0.952558224,468.1,245.8166,444.2271,0.879171117,26.64511,20.95466,2.475801,74.41,40.2121,0.81037495,12.04,5.0762,0.355481728,0.1050774,3464.726266,1.22,7.096624,23.402141,1285.803279,197.4546,44.19921875,38.08984375,0.453125,0.3046875,8.08984375,0.640625,0.28125,0.99609375,1.09375,0.890625,0.234375,2.35546875,1.5859375,0.1328125,0.3359375,0.01171875,0.00390625,0,0.08984375,0.16015625,0.05078125
370,19,33,8,13,10.65714,807,15,65651,2041400,9170,12.5,9.718041,13.5,220.27,116.8853,222.9448,0.952558224,468.1,245.8166,444.2271,0.879171117,26.64511,20.95466,2.475801,74.41,40.2121,0.81037495,12.04,5.0762,0.355481728,0.1050774,3464.726266,1.22,7.096624,23.402141,1285.803279,197.4546,61.03125,26.33984375,0.2890625,0.23828125,5.80078125,0.390625,0.171875,0.7421875,0.73046875,0.71875,0.140625,1.83203125,1.125,0.05859375,0.15625,0.01171875,0,0,0.05078125,0.12890625,0.04296875
371,11,23,2,9.4,8.9,604,65,31766,1558900,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,43.046875,38.015625,1.01953125,0.06640625,1.1953125,0.21875,1.66015625,0.08203125,5.3359375,3.51953125,0.83203125,0.5234375,2.58984375,1.3359375,0.04296875,0.30078125,0.08984375,0,0,0.08984375,0.03515625
372,11,23,2,9.4,8.9,604,65,31766,1558900,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,40.234375,37.78515625,1.0703125,0.078125,1.67578125,0.26953125,2,0.10546875,5.7265625,4.19921875,0.87109375,0.76953125,3,1.73046875,0.09765625,0.234375,0.0625,0,0,0.0703125,0.01953125
373,11,23,2,9.4,8.9,604,65,31766,1558900,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,45.0390625,34.5,0.734375,0.078125,1.44140625,0.1953125,1.51171875,0.1015625,5.55078125,4.625,0.7109375,0.7890625,2.54296875,1.7265625,0.0234375,0.234375,0.08203125,0,0,0.09765625,0.015625
374,11,23,2,9.4,8.9,604,65,31766,1558900,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,24.18359375,57.625,1.625,0.10546875,0.97265625,0.66796875,1.6875,0.61328125,2.90234375,2.9765625,1.296875,0.60546875,3.31640625,0.3125,0.03515625,0.20703125,0.4453125,0.05078125,0.23046875,0.09375,0.046875
375,11,23,2,9.4,8.9,604,65,31766,1558900,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,21.80859375,36.6875,6.83984375,0.65234375,0.71875,2.62890625,3.62890625,2.8125,3.30078125,6.61328125,1.19921875,2.375,7.78515625,0.87109375,0.33203125,0.14453125,0.19140625,0.203125,0.91015625,0.1796875,0.1171875
376,11,23,2,9.4,8.9,604,65,31766,1558900,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,20.69921875,33.1171875,7.3203125,0.76953125,0.828125,3.46875,4.6640625,3.79296875,3.7265625,6.24609375,1.4375,3.3359375,7.390625,0.875,0.3359375,0.1484375,0.12890625,0.24609375,1.1171875,0.23046875,0.12109375
377,11,23,2,9.4,8.9,604,65,31766,1558900,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,34.41015625,39.79296875,1.31640625,0.38671875,0.765625,3.3515625,1.5859375,1.67578125,5.421875,3.08203125,1.5703125,1.2890625,3.734375,0.63671875,0.078125,0.08203125,0.26953125,0.109375,0.1484375,0.1875,0.10546875
378,11,23,2,9.4,8.9,604,65,31766,1558900,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,32.41015625,43.890625,1.36328125,0.4609375,0.703125,2.72265625,1.71484375,1.2578125,5.6875,2.41015625,1.578125,0.75,3.40234375,0.74609375,0.09375,0.0625,0.22265625,0.09765625,0.171875,0.16796875,0.0859375
379,11,23,2,9.4,8.9,604,65,31766,1558900,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,30.73046875,43.7421875,1.53125,0.37109375,0.71875,3.2421875,1.828125,1.34375,5.47265625,2.90625,1.84375,0.75390625,3.734375,0.71875,0.12109375,0.10546875,0.2890625,0.13671875,0.1328125,0.18359375,0.09375
380,11,23,2,9.4,8.9,604,65,31766,1558900,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,38.67578125,28.44140625,0.57421875,0.83984375,1.12890625,1.75390625,1.734375,1.6953125,15.7578125,2.859375,0.69921875,0.875,2.3984375,0.80078125,0.16015625,0.09765625,1.1171875,0,0.13671875,0.171875,0.08203125
381,11,23,2,9.4,8.9,604,65,31766,1558900,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,35.1171875,28.33984375,0.734375,1.16796875,0.8359375,2.421875,2.19140625,1.265625,19.125,2.23828125,0.921875,0.58984375,2.16796875,0.62109375,0.23828125,0.12109375,1.5546875,0,0.12890625,0.15234375,0.06640625
382,11,23,2,9.4,8.9,604,65,31766,1558900,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,35.54296875,29.9296875,0.8046875,1.02734375,0.82421875,1.98828125,1.97265625,1.24609375,17.8671875,2.17578125,0.86328125,0.51171875,2.52734375,0.58984375,0.2421875,0.1171875,1.35546875,0,0.1328125,0.21484375,0.06640625
383,12,26,-8,23.15438,10.65714,680,51,48546,3784300,1300,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,3464.726266,0.6,7.49,15,1285.803279,197.4546,32.765625,39.4140625,1.18359375,0.33984375,1.578125,1.0859375,2.16015625,5.15234375,5,4.09375,2.3828125,0.765625,2.0078125,0.6875,0.23046875,0.484375,0.2890625,0.046875,0.06640625,0.19140625,0.07421875
384,12,26,-8,23.15438,10.65714,680,51,48546,3784300,1300,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,3464.726266,0.6,7.49,15,1285.803279,197.4546,33.02734375,39.296875,1.21875,0.36328125,1.6171875,0.98046875,2.1953125,4.91796875,5.45703125,3.9375,2.125,0.73046875,2.09375,0.66796875,0.24609375,0.47265625,0.3046875,0.02734375,0.06640625,0.16015625,0.09375
385,12,26,-8,23.15438,10.65714,680,51,48546,3784300,1300,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,3464.726266,0.1,7.49,15,1285.803279,197.4546,32.19921875,39.0625,1.28125,0.375,1.828125,0.98046875,2.13671875,4.85546875,5.78515625,4.12890625,2.0546875,0.77734375,2.28125,0.84765625,0.22265625,0.5703125,0.19921875,0.0390625,0.0703125,0.171875,0.1328125
386,12,26,-8,23.15438,10.65714,628,50,48546,3784300,15500,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.33,3464.726266,2.25,6.98,16.2,1285.803279,197.4546,38.38671875,33.16796875,1.71875,0.484375,2.0234375,1.28515625,1.63671875,4.90234375,4.99609375,3.73046875,2.11328125,1.24609375,2.00390625,0.50390625,0.328125,0.390625,0.23828125,0.125,0.48828125,0.140625,0.08984375
387,12,26,-8,23.15438,10.65714,628,50,48546,3784300,15500,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.33,3464.726266,2.25,6.98,16.2,1285.803279,197.4546,38.45703125,35.09375,1.80859375,0.3671875,1.72265625,1.0859375,1.6796875,4.4453125,4.4609375,3.5546875,1.9453125,1.0625,1.95703125,0.60546875,0.3359375,0.4140625,0.203125,0.0703125,0.5,0.15234375,0.078125
388,12,26,-8,23.15438,10.65714,628,50,48546,3784300,15500,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.33,3464.726266,2.25,6.98,16.2,1285.803279,197.4546,39.6796875,33.1875,1.734375,0.3984375,1.6484375,1.265625,1.5078125,4.49609375,4.9140625,3.52734375,2.25390625,0.87109375,2.2578125,0.51953125,0.29296875,0.3671875,0.22265625,0.1328125,0.53125,0.08984375,0.1015625
389,12,26,-8,23.15438,10.65714,616,48,48546,3784300,4000,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,0.76,6.87,18.1,1285.803279,197.4546,31.08984375,33.84765625,1.7890625,0.90625,2.203125,2.1484375,1.78125,4.9453125,5.82421875,5.8984375,1.49609375,1.375,4.6171875,0.37890625,0.20703125,0.45703125,0.2578125,0.09375,0.3671875,0.15625,0.16015625
390,12,26,-8,23.15438,10.65714,616,48,48546,3784300,4000,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,0.79,6.87,18.1,1285.803279,197.4546,32.58203125,34.31640625,1.25,0.8125,1.734375,1.953125,1.6953125,4.48828125,5.30078125,6.0859375,1.7578125,1.02734375,4.95703125,0.3984375,0.23046875,0.4765625,0.24609375,0.0234375,0.3515625,0.16015625,0.15234375
391,12,26,-8,23.15438,10.65714,616,48,48546,3784300,4000,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,0.8,6.87,18.1,1285.803279,197.4546,32.43359375,34.70703125,1.2265625,0.75,1.91015625,1.79296875,1.59765625,4.8984375,5.53125,5.23046875,1.6796875,1.16015625,5.0078125,0.4140625,0.203125,0.5078125,0.19140625,0.05859375,0.34765625,0.171875,0.1796875
392,12,26,-8,23.15438,10.65714,615,48,48546,3784300,9500,19.23245,9.718041,5.7,202.1696,116.8853,222.9448,6.525154,626,347.8,444.2271,0.954792332,27.9,20.95466,0.977777778,96.9,40.2121,0.900928793,10.3,5.0762,0.918446602,0,3464.726266,0.11,7.1,16.6,1285.803279,197.4546,39.9296875,43.78515625,1.05078125,0.203125,1.44140625,0.71875,0.5546875,2.390625,3.19140625,2.37890625,0.90234375,0.5625,1.8125,0.35546875,0,0.27734375,0.0859375,0,0.046875,0.2421875,0.0703125
393,12,26,-8,23.15438,10.65714,615,48,48546,3784300,9500,19.23245,9.718041,5.7,202.1696,116.8853,222.9448,6.525154,626,347.8,444.2271,0.954792332,27.9,20.95466,0.977777778,96.9,40.2121,0.900928793,10.3,5.0762,0.918446602,0,3464.726266,0.11,7.1,16.6,1285.803279,197.4546,37.81640625,46.5,0.98828125,0.203125,1.44921875,0.56640625,0.55859375,2.2421875,3.10546875,2.12109375,0.9296875,0.59765625,1.94140625,0.2578125,0.00390625,0.29296875,0.08203125,0,0.0390625,0.2421875,0.0625
394,12,26,-8,23.15438,10.65714,615,48,48546,3784300,9500,19.23245,9.718041,5.7,202.1696,116.8853,222.9448,6.525154,626,347.8,444.2271,0.954792332,27.9,20.95466,0.977777778,96.9,40.2121,0.900928793,10.3,5.0762,0.918446602,0,3464.726266,2.664488,7.1,16.6,1285.803279,197.4546,39.20703125,43.953125,1.1640625,0.19921875,1.44140625,0.66796875,0.640625,2.4375,3.48046875,2.29296875,0.984375,0.671875,1.7421875,0.34765625,0.015625,0.31640625,0.09765625,0.00390625,0.03515625,0.2265625,0.07421875
