,Actual Inf rate (m3/d),HRT (hr) Plant,HRT (hr) Aeration tank,SRT (d),MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature(鈩?,Conductivity (miu S/cm),SVI (ml/g),Proteobacteria,Bacteroidota,Patescibacteria,Unclassified,Firmicutes,Planctomycetota,Verrucomicrobiota,Chloroflexi,Myxococcota,Others,Bdellovibrionota,Actinobacteriota,Acidobacteriota,Desulfobacterota,Dependentiae,Cyanobacteria,Spirochaetota,Nanoarchaeota,Elusimicrobiota,SAR324 clade(Marine group B),Armatimonadota
182,73700,19.23245,9.718041,15,3300,2.664488,7.096624,23.402141,1285.803279,197.4546,30.91015625,34.21875,2.3984375,0.58203125,5.73046875,2.5234375,0.6328125,8.59375,2.6328125,2.34375,0.83203125,5.09765625,0.65625,1.87890625,0.05859375,0.0390625,0.3828125,0.015625,0.1328125,0.125,0.21484375
183,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,39.1484375,22.06640625,2.515625,0.28515625,7.25390625,2.1796875,1.60546875,9.4453125,1.74609375,4.3125,0.3359375,5.50390625,2.26953125,0.48828125,0.2734375,0.04296875,0.08984375,0.0234375,0.00390625,0.16796875,0.2421875
184,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,39.12109375,32.67578125,2.7890625,0.25390625,2.90234375,1.36328125,1.40234375,6.76171875,1.64453125,3.44140625,0.37109375,3.2109375,2.5625,0.40625,0.3359375,0.0625,0.19140625,0.01171875,0.0078125,0.17578125,0.30859375
185,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,42.296875,25.98828125,2.671875,0.23828125,4.06640625,1.58984375,1.48828125,7.23046875,2.01953125,3.8828125,0.328125,4.6953125,2.13671875,0.37109375,0.3125,0.046875,0.078125,0.015625,0.00390625,0.23828125,0.30078125
186,7000,14.5,10,10,2794,3.3,6.53,30.2,410,197.4546,30.8984375,8.2109375,1.625,0.2734375,1.5390625,3.0859375,1.078125,11.38671875,3.03125,8.921875,0.27734375,9.125,14.55859375,0.29296875,1.0859375,0.15234375,0.33984375,0.00390625,0.046875,0.03125,4.03515625
187,5000,14.5,10,14,3900,3.25,6.98,30.5,426,197.4546,30.58984375,19.30078125,4.875,0.69140625,0.92578125,2.48828125,3.76953125,16.734375,1.53125,4.17578125,0.5390625,4.30859375,6.28125,1.5078125,0.70703125,0.1953125,0.23828125,0.33203125,0.09375,0.33984375,0.375
188,5000,14.5,10,14,3900,4.78,7.51,34.7,427,197.4546,28.9296875,18.29296875,4.9765625,0.703125,1.25390625,2.5234375,3.12109375,20.76171875,1.58984375,3.46484375,0.65625,3.09375,6.6640625,1.56640625,0.98046875,0.20703125,0.23046875,0.1484375,0.07421875,0.359375,0.40234375
189,5000,14.5,10,14,3900,4.54,7.45,31.6,412,197.4546,32,20.30859375,5.68359375,0.9765625,1.36328125,1.984375,4.07421875,11.4765625,3.79296875,4.49609375,0.91796875,2.0078125,4.93359375,2.1015625,1.2265625,0.671875,0.61328125,0.49609375,0.1875,0.31640625,0.37109375
190,240000,10.5,5.5,13.5,2242,1.4,6.77,25.3,618,197.4546,37.23828125,13.6015625,3.25,1.46484375,3.09765625,3.52734375,3.53515625,8.65625,1.57421875,4.20703125,0.77734375,11.54296875,2.5625,0.4140625,2.4921875,0.08984375,0.125,0.015625,0.203125,1.07421875,0.55078125
191,240000,10.5,5.5,13.5,2242,4.2,7.01,25.3,622,197.4546,35.90625,11.9140625,2.05859375,1.51171875,2.5859375,3.8671875,3.17578125,8.73046875,1.765625,3.76953125,0.64453125,16.35546875,3.40234375,0.4140625,1.83203125,0.10546875,0.0625,0.0078125,0.2265625,1.16015625,0.50390625
192,240000,10.5,5.5,13.5,2242,2.4,7.1,25.2,618,197.4546,37.48046875,13.58984375,2.45703125,1.46875,2.765625,3.5859375,4.0703125,8.08984375,1.95703125,3.17578125,0.703125,12.55859375,3.1953125,0.41015625,2.2578125,0.09765625,0.1015625,0.02734375,0.22265625,1.21484375,0.5703125
193,300000,7.5,5.5,7,3330,0.02,7.28,26.9,802,197.4546,27.15625,42.78125,4.625,0.54296875,4.28125,0.6171875,1.40625,4.96875,1.69921875,3.36328125,0.64453125,3.19921875,1.98046875,1.12890625,0.01953125,0.27734375,0.8515625,0.05078125,0.1328125,0.24609375,0.02734375
194,300000,7.5,5.5,7,3330,0.05,7.14,27,742,197.4546,27.7890625,42.88671875,4.9296875,0.54296875,4.3984375,0.5,1.42578125,4.29296875,1.7109375,2.81640625,0.609375,2.8671875,2.12890625,1.44140625,0.015625,0.3203125,0.81640625,0.04296875,0.1640625,0.26953125,0.03125
195,300000,7.5,5.5,7,3330,0.9,7.23,27,746,197.4546,26.97265625,42.3671875,5.93359375,0.5234375,3.953125,0.66796875,1.63671875,5.25,1.33203125,2.96484375,0.52734375,2.53515625,2.12109375,1.30859375,0.00390625,0.38671875,0.890625,0.08984375,0.1875,0.32421875,0.0234375
196,50000,10,5.84,15.25832,3244,0.38,7.09,25.7,504,197.4546,35.07421875,37.1171875,3.44140625,1.07421875,2.15234375,1.640625,1.58984375,3.83984375,3.5859375,1.48828125,1.109375,3.34375,2.10546875,0.69140625,0.20703125,0.0703125,0.33984375,0.0078125,0.14453125,0.44921875,0.52734375
197,50000,10,5.84,15.25832,3244,0.78,6.96,25.7,482,197.4546,35.109375,35.22265625,3.06640625,1.15234375,2.17578125,1.64453125,1.546875,5.046875,2.71875,1.5078125,0.85546875,5.4765625,2.18359375,0.6171875,0.12109375,0.05078125,0.2578125,0,0.22265625,0.55859375,0.46484375
198,50000,10,5.84,15.25832,3244,1.22,6.83,25.8,470,197.4546,35.62109375,34.1875,3.1796875,1.1484375,2.82421875,1.8125,1.56640625,4.6171875,2.26171875,2.21484375,0.7421875,5.34765625,2.26953125,0.578125,0.1171875,0.06640625,0.24609375,0,0.12109375,0.53515625,0.54296875
199,150000,19.23245,8.5,12,4742,0.8,7.2,26.3,638,197.4546,48.26171875,22.4609375,1.66015625,1.8515625,3.9375,1.47265625,2.375,4.08984375,2.6640625,2.96484375,1.109375,3.16796875,1.89453125,0.3984375,0.6484375,0.0859375,0.33203125,0.01171875,0.09765625,0.36328125,0.15234375
200,150000,19.23245,8.5,12,4742,6.2,7.1,26.6,603,197.4546,52.20703125,18.921875,1.625,1.91015625,3.10546875,1.5703125,1.8359375,3.8671875,2.21875,3.50390625,1.1640625,4.18359375,1.94921875,0.296875,0.59765625,0.09765625,0.25390625,0.00390625,0.06640625,0.4296875,0.19140625
201,150000,19.23245,8.5,12,4742,5.9,7.09,26.6,602,197.4546,49.1328125,21.90234375,1.67578125,1.30859375,2.91015625,1.609375,2.49609375,4.359375,3.0078125,2.4453125,1.09375,3.9140625,1.91796875,0.40234375,0.625,0.1875,0.33984375,0.00390625,0.078125,0.421875,0.16796875
202,149000,18,2.3,22,3958,2.03,7.34,27.8,1116,197.4546,28.6328125,37.58203125,4.8359375,0.6171875,3.1328125,2.234375,1.71875,7.546875,2.39453125,2.51171875,1.44921875,2.83203125,2.15625,0.375,0.0859375,0.2578125,0.453125,0.08984375,0.28515625,0.53515625,0.2734375
203,149000,18,2.3,22,3958,1.55,7.26,27.8,1116,197.4546,31.36328125,32.80078125,4.46875,0.69921875,3.765625,2.40625,2.04296875,7.44921875,2.58984375,2.87890625,1.5625,3.6640625,1.8203125,0.48828125,0.09765625,0.265625,0.390625,0.1328125,0.32421875,0.4921875,0.296875
204,149000,18,2.3,22,3958,0.69,7.19,27.9,1108,197.4546,30.01953125,36.8984375,4.51171875,0.6484375,2.6796875,2.359375,1.70703125,7.05859375,3.19921875,2.41015625,1.51171875,2.91015625,1.90234375,0.42578125,0.12890625,0.30859375,0.3046875,0.12109375,0.26171875,0.4609375,0.171875
205,249000,15.98,7.94,13.7,6438,0.33,7.12,27.2,855,197.4546,23.6953125,42.32421875,1.8046875,0.69921875,2.546875,2.0390625,1.640625,5.859375,7.97265625,2.93359375,1.22265625,3.88671875,1.4375,0.4609375,0.12109375,0.09765625,0.4609375,0.015625,0.203125,0.2734375,0.3046875
206,249000,15.98,7.94,13.7,6438,0.7,7.14,26.8,940,197.4546,26.3671875,38.171875,1.45703125,0.76171875,2.0625,2.4296875,1.40234375,7.05859375,8.53515625,2.82421875,1.28515625,3.4296875,1.96875,0.59375,0.1171875,0.078125,0.41796875,0.0234375,0.48046875,0.26171875,0.2734375
207,249000,15.98,7.94,13.7,6438,0.58,7.16,26.7,949,197.4546,24.30078125,41.78515625,1.515625,0.65625,2.09765625,2.29296875,1.4921875,6.03515625,8.75,2.73828125,1.40234375,3.8203125,1.28515625,0.4921875,0.08203125,0.04296875,0.41796875,0.05078125,0.21875,0.30859375,0.21484375
208,218400,22,8.89,15.64,4996,0.43,7,28,929,197.4546,25.5546875,39.75390625,2.640625,0.9296875,2.96875,1.76953125,1.8984375,5.671875,7.22265625,2.66015625,1.19140625,3.47265625,1.90234375,0.73046875,0.0546875,0.1171875,0.47265625,0.03515625,0.3046875,0.32421875,0.32421875
209,218400,22,8.89,15.64,4996,0.51,7.03,26.8,920,197.4546,25.30078125,38.6171875,3.04296875,0.859375,2.59375,1.9453125,1.86328125,5.9921875,7.56640625,2.46484375,1.22265625,4.28515625,2.05859375,0.67578125,0.08203125,0.05859375,0.4375,0.0234375,0.30859375,0.31640625,0.28515625
210,218400,22,8.89,15.64,4996,0.35,7.09,26.5,943,197.4546,22.66015625,44.7421875,3.59765625,0.9375,2.08984375,1.71484375,1.65625,5.01171875,6.796875,2.09375,0.98046875,2.17578125,3.03515625,0.734375,0.06640625,0.0625,0.484375,0.0234375,0.28515625,0.375,0.4765625
211,55000,22,12.36,16,3814,1.47,7.41,26.3,730,197.4546,30.19140625,31.78515625,4.7890625,0.828125,2.91796875,2.86328125,1.4921875,8.25390625,4.2578125,4.16015625,1.3203125,2.92578125,1.79296875,0.625,0.26171875,0.11328125,0.24609375,0.0859375,0.375,0.3671875,0.34765625
212,55000,22,12.36,16,3814,1.1,7.47,26.2,843,197.4546,26.4453125,40.02734375,5.44140625,0.9140625,1.43359375,2.46484375,1.30078125,5.5234375,4.80859375,3,1.5,1.1640625,2.9765625,0.78515625,0.22265625,0.19140625,0.34765625,0.078125,0.3828125,0.421875,0.5703125
213,55000,22,12.36,16,3814,0.9,7.5,26.2,843,197.4546,25.1328125,38.484375,5.84375,0.9140625,2.52734375,2.5234375,1.25390625,7.66796875,3.67578125,3.28125,1.25,2.203125,2.49609375,0.5859375,0.3359375,0.171875,0.30078125,0.0546875,0.3359375,0.48046875,0.48046875
214,205000,14,3.5,10,2852,0.68,6.9,30.6,3510,197.4546,29.34375,40.953125,1.7421875,0.69140625,2.203125,1.48828125,0.921875,7.01171875,3.5546875,1.9296875,1.2890625,2.375,2.14453125,2.1484375,0.46875,0.10546875,0.5703125,0.078125,0.05078125,0.3515625,0.578125
215,205000,14,3.5,10,2852,1.58,7.08,30.9,3250,197.4546,29.1640625,40.0546875,1.43359375,0.72265625,1.828125,1.55859375,1.0234375,8.34765625,3.546875,1.54296875,1.140625,3.9140625,2.3203125,1.484375,0.453125,0.0703125,0.3671875,0.078125,0.04296875,0.40625,0.5
216,205000,14,3.5,10,2852,1.03,7.04,30.9,3260,197.4546,31.7578125,39.0078125,1.5390625,0.703125,1.69921875,1.66015625,1.03125,6.7109375,4.0234375,1.7578125,1.37890625,2.75,2.19140625,1.83203125,0.4609375,0.09375,0.44140625,0.1015625,0.12109375,0.31640625,0.421875
217,60000,22,10,20,2890,1.04,6.9,32.4,2829,197.4546,44.21484375,26.48046875,0.703125,0.9453125,2.7421875,1.6171875,1.16015625,4.90234375,3.96875,4.81640625,0.6796875,2.44921875,2.828125,0.93359375,0.21875,0.19921875,0.21484375,0.0234375,0.0703125,0.328125,0.50390625
218,60000,22,10,20,2890,1.96,6.92,32.4,2665,197.4546,40.43359375,28.39453125,0.6171875,1.046875,2.41015625,1.7109375,0.9609375,5.46875,3.640625,4.9453125,0.74609375,3.17578125,3.85546875,0.7578125,0.234375,0.1171875,0.1875,0.01953125,0.0625,0.37890625,0.8359375
219,60000,22,10,20,2890,5.25,6.83,32.6,2445,197.4546,45.67578125,23.9609375,0.609375,1.17578125,2.5859375,1.703125,1.17578125,5.3984375,3.125,4.42578125,0.83203125,3.0859375,3.7421875,0.91015625,0.25390625,0.15234375,0.21875,0.01171875,0.05859375,0.34375,0.5546875
220,90000,21,15.5,15,2066,1.03,6.96,32.5,6410,197.4546,31.484375,44.0703125,1.5234375,0.5234375,1.48046875,2.609375,0.4921875,5.05078125,2.52734375,2.1640625,0.82421875,1.453125,2.6796875,1.1171875,0.05859375,0.13671875,0.421875,0.17578125,0.25390625,0.2421875,0.7109375
221,90000,21,15.5,15,2066,1.17,7.08,32.5,5620,197.4546,29.50390625,46.40234375,1.5703125,0.484375,1.19140625,2.69140625,0.421875,4.953125,2.56640625,2.01171875,0.7734375,1.4453125,2.98828125,1.0625,0.03515625,0.11328125,0.44140625,0.203125,0.234375,0.1796875,0.7265625
222,90000,21,15.5,15,2066,1.37,7.1,32.6,5450,197.4546,30.88671875,44.44140625,1.57421875,0.40625,1.21875,2.70703125,0.53125,5.11328125,2.703125,1.8671875,0.90234375,1.4296875,3.26171875,1.11328125,0.0546875,0.08203125,0.3984375,0.25,0.1796875,0.20703125,0.671875
223,45000,17.5,6,16.5,3710,2.13,6.72,30.3,1450,197.4546,32.32421875,40.5,0.953125,0.6328125,1.3671875,1.703125,0.61328125,5.66015625,4.43359375,1.8046875,1.14453125,2.73046875,2.01953125,1.84765625,0.1484375,0.0546875,1.23046875,0.0234375,0.171875,0.21484375,0.421875
224,45000,17.5,6,16.5,3710,2,6.83,30.2,1504,197.4546,30.84765625,40.82421875,1.0546875,0.578125,1.40234375,1.84375,0.97265625,5.90234375,4.4765625,2.21875,1.1328125,1.97265625,2.703125,1.58984375,0.19921875,0.0546875,1.2578125,0.01953125,0.23046875,0.2734375,0.4453125
225,45000,17.5,6,16.5,3710,1.98,7.09,30.3,1468,197.4546,30.6875,41.5625,1.04296875,0.62109375,1.39453125,1.7734375,0.76953125,5.765625,4.15625,2.05078125,1.1875,2.23046875,2.46484375,1.75390625,0.20703125,0.05859375,1.234375,0.04296875,0.28125,0.22265625,0.4921875
226,560000,22,14.7,12.5,4250,7.81,6.54,30.5,726,197.4546,28.7890625,23.875,4.34765625,1.046875,1.66015625,2.76953125,1.01953125,13.515625,5.33984375,2.49609375,0.671875,7.7890625,4.3203125,0.453125,0.1953125,0.08203125,0.27734375,0.0078125,0.22265625,0.40625,0.71484375
227,560000,22,14.7,12.5,4250,7.81,6.55,30.3,742,197.4546,28.5625,23.9609375,3.96875,1.03125,1.3828125,2.546875,1.11328125,13.2734375,5.80859375,2.6015625,0.6953125,8.61328125,4.13671875,0.33203125,0.26953125,0.09765625,0.2109375,0.00390625,0.24609375,0.32421875,0.8203125
228,560000,22,14.7,12.5,4250,7.62,6.67,30.4,753,197.4546,31.19140625,25.35546875,4.6015625,1.23828125,1.26953125,2.14453125,1.12890625,9.4765625,9.0234375,2.015625,1.2109375,5.08203125,3.7109375,0.4921875,0.29296875,0.06640625,0.453125,0.0078125,0.28125,0.328125,0.62890625
229,80000,13.9,9.718041,15,2806,2.91,6.47,30.4,14230,197.4546,24.63671875,53.3671875,0.765625,0.63671875,1.06640625,3.03125,0.35546875,7.55078125,1.40625,0.75,0.72265625,4.09765625,0.515625,0.5859375,0.05078125,0.03125,0.203125,0.0390625,0.015625,0.06640625,0.10546875
230,80000,13.9,9.718041,15,2806,6.19,6.4,30.6,14290,197.4546,25.41796875,53.83984375,0.75,0.578125,1.140625,2.01953125,0.4296875,7.46484375,1.10546875,0.9375,0.44140625,4.265625,0.4453125,0.55859375,0.0390625,0.08203125,0.1953125,0.05859375,0.0078125,0.03515625,0.1875
231,80000,13.9,9.718041,15,2806,6.45,6.53,31,14250,197.4546,23.8671875,54.6796875,0.890625,0.58984375,1.20703125,2.4453125,0.51171875,7.1015625,1.20703125,0.875,0.58203125,4.48828125,0.5234375,0.52734375,0.03515625,0.0703125,0.19140625,0.04296875,0.0078125,0.04296875,0.11328125
232,170000,13,8,13,3860,3.4,6.72,31,457,197.4546,28.38671875,19.734375,2.45703125,1.01953125,1.3046875,3.421875,1.08984375,12.45703125,5.01171875,3.72265625,0.69140625,10.94140625,6.74609375,0.20703125,0.2421875,0.1328125,0.47265625,0.03125,0.17578125,0.26171875,1.4921875
233,170000,13,8,13,3860,3.26,7.86,31.9,451,197.4546,28.859375,21.34765625,2.76953125,1.046875,1.37890625,3.13671875,1.0546875,11.98828125,5.39453125,3.7578125,0.8828125,9.296875,5.96875,0.1640625,0.24609375,0.1796875,0.59375,0.0390625,0.16796875,0.25390625,1.47265625
234,170000,13,8,13,3860,3.32,6.34,31.1,472,197.4546,29.39453125,19.9609375,2.5859375,1.02734375,1.171875,2.91796875,1.05078125,12.7890625,5.26171875,4.00390625,0.9140625,9.15234375,6.3203125,0.22265625,0.36328125,0.15234375,0.6171875,0.02734375,0.21875,0.28125,1.56640625
235,170000,13,12,16,2000,6.93,7.79,31.8,569,197.4546,31.11328125,25.234375,3.390625,0.90234375,1.59765625,2.421875,1.28125,14.0390625,1.69921875,2.43359375,0.62890625,8.6171875,4.1953125,0.26953125,0.12109375,0.13671875,0.2109375,0.00390625,0.12109375,0.41015625,1.171875
236,170000,13,12,16,2000,3.03,7.42,34.7,485,197.4546,27.90234375,29.2578125,3.48828125,0.87109375,1.46484375,2.25390625,1.33984375,13.75390625,2.29296875,2.40625,0.73046875,7.44140625,4.4296875,0.2578125,0.1484375,0.09375,0.28125,0.03125,0.1015625,0.37109375,1.08203125
237,170000,13,12,16,2000,7.06,7.88,31.6,505,197.4546,26.97265625,23.8671875,3.828125,0.859375,1.8515625,2.94140625,1.42578125,16.86328125,1.62109375,2.25,0.6796875,10.71484375,3.9765625,0.2109375,0.16796875,0.078125,0.22265625,0.03515625,0.12109375,0.36328125,0.94921875
238,350000,14,5.2,12,3014,2.93,6.31,33.5,631,197.4546,25.19140625,35.18359375,1.11328125,1.0546875,1.00390625,2.2578125,0.57421875,9.17578125,9.98828125,1.55078125,1.07421875,2.921875,6.046875,0.5078125,0.34765625,0.0234375,0.80859375,0,0.09765625,0.5390625,0.5390625
239,350000,14,5.2,12,3014,3.14,6.34,33.5,637,197.4546,24.8671875,34.58203125,1.0390625,1.02734375,1.234375,2.390625,0.625,8.93359375,10.2734375,1.56640625,1.19921875,3.9140625,5.56640625,0.453125,0.2734375,0.05078125,0.97265625,0.00390625,0.11328125,0.37890625,0.53515625
240,350000,14,5.2,12,3014,2.91,6.38,33.7,649,197.4546,25.12109375,36.30078125,1.0859375,1.1171875,1.37890625,2.0078125,0.6796875,7.34375,10.05078125,1.5703125,1.3125,3.38671875,5.5546875,0.49609375,0.5234375,0.02734375,0.87109375,0,0.12890625,0.4765625,0.56640625
241,350000,14,12,16.5,4250,6.75,7.08,30.3,553,197.4546,23.34765625,38.6171875,3.8984375,0.8828125,1.59765625,1.6328125,1.1953125,8.78125,5.69140625,2.19140625,0.84375,4.23046875,3.9765625,0.76953125,0.15234375,0.1640625,0.96875,0.10546875,0.31640625,0.28515625,0.3515625
242,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,37.30859375,29.015625,2.828125,0.484375,0.5,2.71875,1.19140625,6.2890625,5.421875,1.5546875,0.90625,2.859375,6.125,0.64453125,0.0234375,0.13671875,0.4375,0,0.3828125,0.4921875,0.6796875
243,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,31.01953125,29.3984375,2.140625,0.8671875,1.37109375,3.0390625,1.47265625,6.21484375,7.4140625,4.85546875,1.03515625,2.2578125,6.67578125,0.6171875,0.08984375,0.14453125,0.19140625,0.015625,0.41015625,0.484375,0.28515625
244,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,30.859375,30.078125,2.33203125,0.71875,0.87890625,3,1.66796875,5.60546875,8.65625,3.39453125,1.09765625,2.3515625,7.34375,0.6171875,0.0703125,0.15234375,0.14453125,0.0234375,0.31640625,0.4296875,0.26171875
245,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,44.33984375,34.25,0.734375,0.3984375,1.47265625,0.94921875,1.0078125,4.8046875,1.9375,2.89453125,0.87890625,2.7890625,2.01171875,0.6796875,0.05859375,0.0625,0.12109375,0,0.06640625,0.27734375,0.265625
246,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,38.765625,31.62109375,1.0859375,0.6015625,1.46484375,1.07421875,1.57421875,9.12109375,2.9765625,2.58984375,1.1328125,2.91015625,2.6171875,1.21875,0.0859375,0.0546875,0.16015625,0,0.1171875,0.44921875,0.37890625
247,160102.4,19.23245,9.718041,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,38.1953125,34.47265625,1.16015625,0.421875,1.25,1.09765625,1.79296875,7.1171875,3.2734375,2.83984375,0.90625,2.69921875,2.38671875,1.1484375,0.08203125,0.07421875,0.21875,0,0.078125,0.515625,0.26953125
248,840000,5.7,2.8,5,3348,1.8,6.5,30,1285.803279,197.4546,28.04296875,51.38671875,2.61328125,1.3828125,0.36328125,0.41015625,1.4765625,1.4609375,5.8515625,0.9609375,0.65625,1.1328125,1.3671875,0.18359375,0.30859375,0.625,1.42578125,0.02734375,0.203125,0.05859375,0.0625
249,840000,5.7,2.8,5,3348,1.8,6.5,30,1285.803279,197.4546,27.69921875,46.70703125,2.7265625,1.2890625,0.66796875,0.70703125,1.2421875,2.6484375,6.21875,1.2109375,0.6640625,3.6796875,1.46484375,0.18359375,0.25,0.75390625,1.5703125,0.015625,0.1640625,0.08984375,0.046875
250,840000,5.7,2.8,5,3348,1.8,6.5,30,1285.803279,197.4546,33.6640625,42.72265625,2.19921875,1.65625,0.56640625,0.609375,1.59375,2.15625,5.78125,1.1796875,0.6015625,3.03515625,1.24609375,0.19921875,0.34375,0.8203125,1.25390625,0.046875,0.1796875,0.08203125,0.0625
251,184895,16,9,13,6052,1.5,7,30,1285.803279,197.4546,41.04296875,29.8671875,1.32421875,1.14453125,0.4453125,2.76171875,1.7265625,4.10546875,7.42578125,2.40625,0.70703125,0.97265625,3.83984375,0.51171875,0.10546875,0.3671875,0.46875,0.3359375,0.18359375,0.11328125,0.14453125
252,184895,16,9,13,6052,1.5,7,30,1285.803279,197.4546,41.60546875,28.46875,1.44140625,1.21484375,0.50390625,2.953125,1.6953125,4.46875,7.4765625,2.19921875,0.74609375,1.4765625,3.625,0.54296875,0.12109375,0.3203125,0.4140625,0.2890625,0.13671875,0.1640625,0.13671875
253,184895,16,9,13,6052,1.5,7,30,1285.803279,197.4546,42.6328125,27.859375,1.44140625,1.1015625,0.4765625,2.99609375,1.6875,4.265625,7.546875,2.16015625,0.6328125,1.390625,3.87890625,0.44140625,0.109375,0.35546875,0.33984375,0.29296875,0.17578125,0.07421875,0.140625
254,85000,12,4.5,10,1474,2.664488,6.1,23.402141,1285.803279,197.4546,38.40625,23.4609375,1.3359375,1.4921875,0.92578125,2.640625,1.25,4.2578125,8.265625,5.31640625,1.359375,3.13671875,2.52734375,0.078125,0.68359375,0.5234375,3.9609375,0.00390625,0.18359375,0.1171875,0.07421875
255,85000,12,4.5,10,1474,2.664488,6.1,23.402141,1285.803279,197.4546,39.40234375,31.11328125,1.125,1.1328125,0.5390625,2.0703125,1.4140625,2.32421875,7.6875,3.41796875,1.453125,0.9140625,2.77734375,0.171875,0.671875,0.546875,2.8203125,0.00390625,0.2109375,0.140625,0.0625
256,85000,12,4.5,10,1474,2.664488,6.1,23.402141,1285.803279,197.4546,36.67578125,32.91796875,1.3828125,1.203125,0.69140625,2.19140625,1.36328125,2.36328125,8.265625,3.40234375,1.3515625,1.0859375,2.7109375,0.109375,0.54296875,0.46875,2.8671875,0.00390625,0.203125,0.1171875,0.08203125
257,204000,12,8.2,5,2392,2.664488,6.2,30,1285.803279,197.4546,43.65625,25.07421875,1.16796875,0.99609375,0.7734375,2.0234375,2.05078125,2.23828125,9.70703125,2.45703125,2.390625,1.0625,2.65234375,0.50390625,0.26171875,0.3828125,1.5234375,0.0390625,0.7578125,0.14453125,0.13671875
258,204000,12,8.2,5,2392,2.664488,6.2,30,1285.803279,197.4546,41.50390625,25.35546875,1.4140625,1.10546875,0.921875,2.078125,1.8515625,3.546875,9,2.90625,2.15625,1.50390625,3.078125,0.5859375,0.24609375,0.3046875,1.26953125,0.03125,0.73046875,0.265625,0.14453125
259,204000,12,8.2,5,2392,2.664488,6.2,30,1285.803279,197.4546,41.28515625,22.51171875,1.34765625,1.06640625,0.95703125,2.49609375,1.99609375,4.86328125,8.67578125,3.40625,2.38671875,2.6953125,2.83203125,0.39453125,0.21484375,0.359375,1.46484375,0.01953125,0.7578125,0.1484375,0.12109375
260,22657,12,7,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,36.46484375,33.02734375,2.28125,1.0390625,0.69140625,2.2890625,1.70703125,2.4921875,5.9921875,4.55859375,1.4296875,0.73046875,3.95703125,0.32421875,0.2734375,0.4453125,0.43359375,0.171875,0.92578125,0.33203125,0.43359375
261,22657,12,7,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,38.6328125,30.796875,1.96875,1.03515625,0.7109375,2.32421875,1.6328125,2.921875,6.5078125,4.39453125,1.265625,0.92578125,3.7109375,0.32421875,0.25,0.38671875,0.4296875,0.203125,0.8984375,0.3125,0.3671875
262,22657,12,7,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,38.68359375,31.41796875,1.9296875,0.90234375,0.671875,2.4296875,1.77734375,2.65234375,6.84375,3.77734375,1.27734375,0.859375,3.75,0.3125,0.203125,0.375,0.3359375,0.19140625,0.9140625,0.26953125,0.42578125
263,781341,14,7.3,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,41.26953125,28.33984375,3.5,1.66015625,0.921875,1.4453125,0.80859375,1.8828125,8.24609375,4.28125,1.1328125,0.890625,2.28125,0.31640625,0.36328125,0.328125,1.42578125,0.0078125,0.3125,0.27734375,0.30859375
264,781341,14,7.3,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,37.1875,40.96875,2.9375,0.26953125,0.97265625,1.046875,1.30859375,1.16015625,4.2109375,2.92578125,0.7734375,0.59375,2.26953125,0.7578125,0.234375,0.33203125,0.9140625,0.0234375,0.82421875,0.03515625,0.25390625
265,781341,14,7.3,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,41.5625,26.35546875,3.02734375,1.57421875,0.5234375,1.73046875,0.6875,2.09375,11.47265625,4.04296875,1.2109375,0.86328125,1.97265625,0.2890625,0.375,0.26953125,1.32421875,0.01171875,0.28515625,0.1875,0.140625
266,1663077,12,7,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,38.67578125,29.98046875,2.859375,0.3984375,1.75390625,1.6015625,1.6640625,2.65234375,3.7421875,7.2109375,0.625,1.55078125,2.8984375,2.05859375,0.140625,0.265625,0.97265625,0.02734375,0.46875,0.16796875,0.28515625
267,1663077,12,7,15.25832,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,40.42578125,32.21484375,2.734375,0.23828125,1.9140625,1.18359375,1.75390625,1.21875,4.9453125,4.89453125,0.609375,1.0859375,2.375,2.07421875,0.140625,0.234375,1.19140625,0.03125,0.51171875,0.04296875,0.1796875
