,BOD:(mg/l):Inf,BOD:inf/(1+recycle ratio),BOD:Aeration tank inf,COD:(mg/l):Inf,COD:Inf/(1+recycle ratio),COD:Aeration tank inf,NH4-N:(mg/l):Inf,NH4-N:Aeration tank inf,TN:(mg/l):Inf,TN:Aeration tank inf,TP:(mg/l):Inf,TP:Aeration tank inf,Percentage,Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
721,340,261.5384615,222.9448,863,663.8461538,444.2271,26.8,20.95466,42.18083,40.2121,6.274391,5.0762,0,34.015625,30.578125,1,4.2578125,0.98046875,0.47265625,2.03515625,0.94921875,9.03125,0.8359375,1.94140625,0.29296875,0.1875,0.23046875,0.57421875,0.3203125,1.14453125,0.19140625,0.02734375,0.09375,0.08203125,0.03125,0.42578125,0,0.02734375,0.78125,0.5,0.00390625,0.12109375,2.43359375,0.57421875,0.03125,2.6953125,0.08203125,0.03125,0.17578125,0.2578125,0.40234375,0.26953125,0.2890625,0.16015625,0.375,0.03515625,0.04296875,0.1953125,0.47265625,0.09765625,0.1796875,0.00390625,0.04296875,0.01953125
722,340,261.5384615,222.9448,863,663.8461538,444.2271,26.8,20.95466,42.18083,40.2121,6.274391,5.0762,0,31.78125,38.5859375,0.90625,3.7890625,1.16015625,0.24609375,1.46875,0.765625,8.59375,0.515625,1.53515625,0.328125,0.12109375,0.1796875,0.484375,0.328125,0.63671875,0.1328125,0.015625,0.07421875,0.078125,0.09375,0.16796875,0.03515625,0.0234375,0.30078125,0.53515625,0.0078125,0.01953125,1.92578125,0.37109375,0.00390625,1.0703125,0.0859375,0.015625,0.08203125,0.25,0.57421875,0.28125,0.23046875,0.27734375,0.44921875,0.0390625,0.04296875,0.1484375,0.796875,0.12109375,0.2578125,0.01171875,0.015625,0.0390625
723,340,261.5384615,222.9448,863,663.8461538,444.2271,26.8,20.95466,42.18083,40.2121,6.274391,5.0762,0,36.42578125,31.4765625,0.9140625,3.64453125,0.8671875,0.5078125,1.96484375,0.7265625,8.69921875,0.84765625,1.578125,0.359375,0.17578125,0.25390625,0.51171875,0.30078125,1.04296875,0.1484375,0.0078125,0.09375,0.0703125,0.02734375,0.41015625,0.00390625,0.0078125,0.5078125,0.51171875,0.00390625,0.06640625,2.203125,0.44140625,0.078125,2.2265625,0.05859375,0.01171875,0.1171875,0.28515625,0.38671875,0.2265625,0.2578125,0.1171875,0.375,0.03515625,0.03125,0.21875,0.49609375,0.05078125,0.1640625,0.0078125,0.0234375,0.03125
724,348,174,222.9448,863,431.5,444.2271,26.8,20.95466,42.18083,40.2121,4.7,5.0762,0.1050774,24.9453125,45.82421875,0.67578125,3.90234375,1.1015625,0.16015625,2.59375,0.734375,7.9296875,0.47265625,3.41796875,0.5859375,0.12890625,0.1484375,0.29296875,0.1796875,1.421875,0.15625,0.0703125,0.09375,0.05078125,0.09375,0.16796875,0.0078125,0.09375,0.37890625,0.52734375,0.00390625,0.015625,0.5390625,0.3125,0.12890625,0.21484375,0.0078125,0.03515625,0.296875,0.16015625,0.1796875,0.26953125,0.2265625,0.01953125,0.21875,0.046875,0.0546875,0.29296875,0.14453125,0.08203125,0.44921875,0.078125,0.0546875,0.01171875
725,348,174,222.9448,863,431.5,444.2271,26.8,20.95466,42.18083,40.2121,4.7,5.0762,0.1050774,26.81640625,42.82421875,0.671875,4.671875,1.03125,0.16796875,2.76171875,0.71484375,6.9296875,0.61328125,3.44140625,0.44140625,0.14453125,0.16015625,0.328125,0.20703125,2.33984375,0.1640625,0.08984375,0.0703125,0.07421875,0.0703125,0.16796875,0.01171875,0.11328125,0.37890625,0.6328125,0.01171875,0.02734375,0.54296875,0.28125,0.15234375,0.37890625,0.00390625,0.015625,0.359375,0.12109375,0.11328125,0.23828125,0.21875,0.02734375,0.21875,0.05859375,0.0546875,0.328125,0.19140625,0.12890625,0.3515625,0.0546875,0.05078125,0.03125
726,348,174,222.9448,863,431.5,444.2271,26.8,20.95466,42.18083,40.2121,4.7,5.0762,0.1050774,24.81640625,46.56640625,0.63671875,3.953125,0.9140625,0.109375,2.59765625,0.734375,7.40234375,0.63671875,3.3359375,0.53125,0.10546875,0.16796875,0.3515625,0.25390625,1.0703125,0.1015625,0.10546875,0.11328125,0.05078125,0.09765625,0.125,0,0.1015625,0.36328125,0.546875,0.00390625,0.015625,0.68359375,0.3203125,0.10546875,0.33203125,0.03125,0.01953125,0.36328125,0.09375,0.125,0.2109375,0.2421875,0.02734375,0.3046875,0.078125,0.08984375,0.3125,0.2265625,0.11328125,0.3671875,0.06640625,0.05078125,0.02734375
727,253,158.125,222.9448,337,210.625,444.2271,23.4,20.95466,33.6,40.2121,6.274391,5.0762,0,27.75390625,39.65625,0.94921875,4.16015625,1.5078125,0.54296875,2.4609375,0.55078125,3.69921875,1.203125,1.453125,0.3828125,0.10546875,0.171875,0.515625,0.47265625,1.453125,0.2421875,0.04296875,0.03125,0.07421875,0.14453125,0.33984375,0.0625,0.015625,0.3828125,0.640625,0.01171875,0.02734375,1.29296875,0.359375,0.01953125,3.92578125,0.2265625,0,0.48046875,0.2109375,0.90234375,0.15625,0.1484375,0.9609375,0.4609375,0.03125,0.04296875,0.03125,1.0390625,0.25390625,0.3515625,0.0234375,0.015625,0.01171875
728,253,158.125,222.9448,337,210.625,444.2271,23.4,20.95466,33.6,40.2121,6.274391,5.0762,0,28.5703125,37.91015625,0.98828125,4.2421875,1.4296875,0.5234375,2.99609375,0.48046875,4.171875,1.171875,1.3671875,0.3515625,0.15625,0.1171875,0.46875,0.41015625,1.62890625,0.26171875,0.0234375,0.0390625,0.04296875,0.1484375,0.37109375,0.06640625,0.03125,0.36328125,0.58984375,0.00390625,0.05859375,1.2109375,0.44140625,0.0078125,4.54296875,0.21875,0.00390625,0.4375,0.25390625,0.671875,0.203125,0.265625,0.84765625,0.3515625,0.0390625,0.02734375,0.03515625,0.88671875,0.28125,0.24609375,0.0234375,0.015625,0.00390625
729,253,158.125,222.9448,337,210.625,444.2271,23.4,20.95466,33.6,40.2121,6.274391,5.0762,0,28.3984375,42.65234375,0.90625,3.92578125,1.33203125,0.29296875,2.015625,0.60546875,5.09375,0.78125,1.47265625,0.37109375,0.1015625,0.16796875,0.53515625,0.46484375,0.6875,0.1640625,0.03125,0.03125,0.078125,0.18359375,0.1640625,0.08984375,0.01171875,0.3359375,0.67578125,0.00390625,0.02734375,1.32421875,0.44140625,0.01953125,1.33203125,0.21484375,0.00390625,0.33984375,0.28125,0.9296875,0.28515625,0.19921875,0.6640625,0.4609375,0.03515625,0.05078125,0.01953125,1.1796875,0.17578125,0.39453125,0.01953125,0.015625,0.01171875
730,250,130.6165099,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,44.9921875,19.12109375,1.85546875,5.49609375,1.953125,0.37109375,2.94921875,1.20703125,4.1953125,0.55078125,1.57421875,0.8515625,1.34375,0.24609375,0.64453125,0.734375,1.09375,0.15234375,0.08203125,0.38671875,0.03515625,0.88671875,1.1953125,0.10546875,0.0390625,0.17578125,0.40234375,0.05078125,0.5859375,0.41796875,0.51171875,0.16796875,0.96875,1.11328125,0.01171875,0.08203125,0.23828125,0.33984375,0.21484375,0.109375,0.10546875,0.18359375,0.07421875,0.078125,0.38671875,1.22265625,0.0546875,0.1953125,0.15625,0.00390625,0.0859375
731,250,130.6165099,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,47.96875,19.90234375,1.75390625,4.78515625,1.7265625,0.3828125,2.2890625,1.171875,3.953125,0.4296875,1.5625,0.84375,1.14453125,0.21875,0.60546875,0.6953125,0.72265625,0.11328125,0.0703125,0.390625,0.04296875,0.8671875,0.96875,0.078125,0.0390625,0.20703125,0.32421875,0.0390625,0.4140625,0.421875,0.49609375,0.12890625,0.828125,1.0546875,0.0078125,0.140625,0.23828125,0.390625,0.1640625,0.09375,0.08203125,0.203125,0.05859375,0.05859375,0.33203125,1.12890625,0.09375,0.125,0.11328125,0.015625,0.11328125
732,250,130.6165099,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,45.484375,20.26953125,1.58984375,5.52734375,1.75,0.4453125,2.62890625,1.09765625,4.1484375,0.38671875,1.6640625,0.84765625,1.06640625,0.24609375,0.60546875,0.6875,0.89453125,0.12109375,0.06640625,0.30859375,0.03515625,0.92578125,1.26953125,0.078125,0.0703125,0.25,0.359375,0.04296875,0.51953125,0.52734375,0.47265625,0.140625,0.78515625,1.03125,0.0078125,0.08984375,0.1875,0.4765625,0.17578125,0.0703125,0.04296875,0.265625,0.06640625,0.05859375,0.4140625,1.203125,0.05859375,0.234375,0.140625,0.01171875,0.15234375
733,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,31.7109375,23.9609375,1.58203125,10.85546875,2.109375,0.390625,1.98828125,0.203125,10.2109375,0.8671875,1.48046875,0.6796875,1.1796875,0.71484375,1.515625,0.20703125,0.4921875,0.109375,0.02734375,0.19140625,0.0390625,0.03515625,0.29296875,0.02734375,0.03515625,0.21484375,0.53515625,0.03125,0.21875,2.20703125,0.62109375,0.15625,0.83984375,0.328125,0.015625,0.03515625,0.0703125,0.35546875,0.515625,0.38671875,0.109375,0.38671875,0.06640625,0.03125,0.0859375,1.13671875,0.1640625,0.50390625,0.04296875,0.00390625,0.03125
734,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,29.671875,20.66796875,1.5390625,14.2578125,1.7734375,0.76953125,2.52734375,0.1171875,7.99609375,1.57421875,1.47265625,0.64453125,1.20703125,0.83203125,1.5390625,0.15625,1.59375,0.23046875,0.03515625,0.1328125,0.0390625,0.0625,0.5859375,0.0390625,0.0390625,0.20703125,0.4921875,0.046875,0.30078125,2.0703125,0.7109375,0.14453125,2.46484375,0.56640625,0.0390625,0.06640625,0.06640625,0.2109375,0.41796875,0.3984375,0.08984375,0.33203125,0.03515625,0.0234375,0.05078125,1.05078125,0.11328125,0.453125,0.07421875,0.01171875,0.05859375
735,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,31.77734375,21.26171875,1.52734375,12.7890625,1.953125,0.453125,2.1875,0.17578125,9.92578125,1.09375,1.52734375,0.7265625,1.0546875,0.81640625,1.56640625,0.15234375,0.88671875,0.09765625,0.01953125,0.1484375,0.04296875,0.06640625,0.4375,0.0390625,0.046875,0.22265625,0.515625,0.0390625,0.30078125,1.80078125,0.703125,0.14453125,1.16796875,0.32421875,0.046875,0.046875,0.125,0.265625,0.60546875,0.38671875,0.109375,0.33984375,0.04296875,0.04296875,0.10546875,1.08203125,0.140625,0.57421875,0.0625,0,0.03125
736,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,38.8828125,30.8046875,0.8125,4.609375,1.5234375,0.65625,2.56640625,0.296875,7.37890625,0.9296875,1.22265625,0.359375,0.140625,0.1171875,0.640625,0.06640625,0.44140625,0.3046875,0.015625,0.11328125,0.09375,0.01171875,0.6171875,0.00390625,0.1171875,0.109375,0.81640625,0.015625,0.15625,1.44921875,0.61328125,0.0078125,1.29296875,1.19140625,0.0078125,0.0234375,0.265625,0.171875,0.0703125,0.15625,0.18359375,0.15234375,0.01953125,0.04296875,0.0390625,0.265625,0.07421875,0.11328125,0.01171875,0.00390625,0.01953125
737,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,39.16015625,31.8203125,0.8671875,4.52734375,1.55859375,0.61328125,2.546875,0.3203125,6.99609375,0.88671875,1.0625,0.30859375,0.13671875,0.109375,0.6015625,0.109375,0.37109375,0.28515625,0.03515625,0.12890625,0.07421875,0.0546875,0.4765625,0.00390625,0.04296875,0.07421875,0.8046875,0.01953125,0.140625,1.3359375,0.46875,0.0078125,1.02734375,1.33984375,0.0078125,0.0390625,0.26171875,0.18359375,0.046875,0.1875,0.16796875,0.10546875,0.0234375,0.0703125,0.0390625,0.3203125,0.0859375,0.10546875,0.015625,0.0078125,0.015625
738,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,36.74609375,31.26953125,0.859375,4.78125,1.421875,0.80078125,2.91015625,0.3125,6.421875,1.50390625,1.17578125,0.34765625,0.15625,0.1328125,0.625,0.1171875,0.5234375,0.30078125,0.0078125,0.11328125,0.06640625,0.06640625,0.7578125,0.0078125,0.05078125,0.125,0.75390625,0.0078125,0.2578125,1.328125,0.43359375,0.01171875,1.97265625,1.9921875,0.00390625,0.046875,0.3046875,0.15234375,0.0546875,0.203125,0.171875,0.12109375,0.01171875,0.078125,0.04296875,0.25,0.07421875,0.08203125,0.01171875,0.0078125,0.0234375
739,140.2,107.8461538,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,33.86328125,30.62109375,1.5859375,8.47265625,2.7265625,0.8828125,6.33203125,0.4296875,2.35546875,0.5859375,1.15234375,0.703125,0.41796875,0.0703125,0.19140625,1.19921875,1.4765625,0.4375,0.08984375,0.01953125,0.6328125,0.1015625,0.671875,0.1171875,0.06640625,0.078125,0.0859375,0.0390625,0.02734375,0.08203125,0.26171875,0.2421875,0.140625,0.01953125,0.02734375,0.23828125,0.72265625,1.64453125,0.01953125,0.05078125,0.00390625,0.39453125,0.1328125,0.0390625,0.00390625,0.33203125,0.0546875,0.00390625,0,0.12890625,0.0234375
740,140.2,107.8461538,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,33.19921875,33.15234375,1.33984375,7.4375,2.49609375,0.92578125,6.07421875,0.46875,2.62109375,0.69921875,1.265625,0.78125,0.30078125,0.03515625,0.3125,1.4140625,1.46484375,0.39453125,0.0703125,0.015625,0.76171875,0.1015625,0.72265625,0.0703125,0.0234375,0.046875,0.1015625,0.0390625,0.02734375,0.078125,0.25,0.2421875,0.15234375,0.0078125,0.046875,0.25390625,0.66796875,0.86328125,0.03125,0.05859375,0,0.3671875,0.11328125,0.01953125,0.015625,0.33984375,0.03515625,0.00390625,0,0.06640625,0.0234375
741,140.2,107.8461538,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,34.27734375,31.66796875,1.37109375,7.5234375,2.5703125,0.80078125,6.4609375,0.4296875,2.76171875,0.7421875,1.1484375,0.66796875,0.40234375,0.0625,0.328125,1.20703125,1.59765625,0.38671875,0.08203125,0.01953125,0.66796875,0.09765625,0.83203125,0.0703125,0.03125,0.0625,0.09765625,0.03515625,0.03515625,0.09375,0.28515625,0.26171875,0.125,0.0390625,0.0546875,0.19921875,0.59765625,0.8515625,0.015625,0.05078125,0,0.3125,0.12109375,0.02734375,0.01171875,0.35546875,0.0625,0.00390625,0,0.07421875,0.01953125
742,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,27.56640625,22.29296875,2.45703125,6.21484375,2.10546875,0.8203125,2.30078125,0.89453125,8.203125,2.2421875,2.1640625,1.18359375,0.40625,0.98046875,0.953125,0.33984375,0.37109375,0.1875,0.234375,0.1484375,0.0390625,0.203125,0.5625,0.11328125,0.015625,0.15625,0.45703125,0.2421875,1.0078125,1.5234375,0.7734375,0.015625,2.91796875,0.21875,0.02734375,0.484375,0.125,6.0859375,0.734375,0.35546875,0.0703125,0.1953125,0.078125,0.0703125,0.03515625,0.765625,0.19140625,0.12109375,0.26953125,0.015625,0.0625
743,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,30.21875,20.90234375,2.5546875,6.390625,2.0078125,0.91015625,2.37890625,0.6171875,8.90234375,2.1796875,2.3046875,1.1796875,0.53125,1.046875,0.984375,0.2578125,0.3984375,0.1796875,0.15625,0.2421875,0.0390625,0.2109375,0.578125,0.13671875,0.03125,0.1953125,0.47265625,0.1796875,0.95703125,1.34765625,0.7578125,0.01171875,3.3203125,0.14453125,0.02734375,0.484375,0.125,3.8359375,0.7578125,0.234375,0.0859375,0.1640625,0.0546875,0.02734375,0.0625,0.68359375,0.265625,0.08984375,0.26953125,0.02734375,0.078125
744,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,28.171875,20.70703125,2.796875,7.44140625,2.10546875,0.640625,2.53125,0.69140625,9.828125,2.46484375,2.3828125,1.23828125,0.46484375,1.03125,1.23046875,0.296875,0.4140625,0.12890625,0.19140625,0.203125,0.0390625,0.28515625,0.76171875,0.1640625,0.03515625,0.24609375,0.4296875,0.2109375,1.52734375,1.67578125,0.99609375,0.0078125,3.28515625,0.203125,0.03515625,0.5625,0.13671875,1,1.0859375,0.3359375,0.0703125,0.30078125,0.05859375,0.015625,0.03125,0.6953125,0.3125,0.14453125,0.29296875,0,0.09375
745,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,27.609375,19.20703125,2.64453125,8.56640625,1.984375,0.58203125,2.390625,0.71875,11.0390625,2.20703125,1.96484375,1.296875,0.44140625,0.9453125,1.4765625,0.3203125,0.37890625,0.12109375,0.16796875,0.2890625,0.05078125,0.265625,1.17578125,0.1171875,0.015625,0.26171875,0.515625,0.2421875,2.1328125,1.72265625,0.92578125,0.03125,2.12109375,0.22265625,0.0625,0.46484375,0.17578125,1.0546875,1.640625,0.5703125,0.109375,0.20703125,0.0390625,0.015625,0.0546875,0.60546875,0.2578125,0.12890625,0.3125,0.01953125,0.12890625
746,156,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,35.85546875,21.76171875,2.04296875,7.90234375,1.75,0.78125,1.5859375,0.375,7.08984375,1.859375,2.50390625,0.875,0.4375,0.60546875,1.34765625,0.265625,0.5625,0.22265625,0.015625,0.234375,0.02734375,0.00390625,0.453125,0.0625,0.05078125,0.28125,0.49609375,0.02734375,1.1953125,1.1015625,1.49609375,0.03125,1.46484375,0.17578125,0.00390625,0.09375,0.30078125,1.21484375,1.0859375,0.515625,0.109375,0.2421875,0.19140625,0.0546875,0.0859375,0.4453125,0.21875,0.28125,0.06640625,0.046875,0.1015625
747,156,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,35.68359375,20.375,1.98046875,8.53515625,1.7734375,0.80859375,1.796875,0.4375,7.13671875,1.81640625,2.515625,0.9765625,0.49609375,0.7421875,1.3359375,0.24609375,0.62109375,0.21875,0.02734375,0.234375,0.015625,0.00390625,0.5234375,0.0703125,0.05859375,0.26953125,0.5234375,0.01953125,1.265625,1.1484375,1.81640625,0.03515625,1.20703125,0.2421875,0.01953125,0.09375,0.3359375,1.06640625,1.171875,0.56640625,0.09375,0.20703125,0.14453125,0.0703125,0.0703125,0.48828125,0.17578125,0.3046875,0.1015625,0.03515625,0.09765625
748,156,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,29.41796875,16.65625,2.60546875,11.45703125,1.9453125,0.57421875,2.30078125,0.26171875,8.7578125,2.4296875,2.00390625,0.7578125,0.4140625,0.54296875,1.62890625,0.1328125,1.21484375,0.19140625,0.015625,0.15234375,0.01953125,0.00390625,0.98046875,0.046875,0.0390625,0.44921875,0.625,0.01171875,3.3515625,1.09765625,1.7421875,0.01953125,2.61328125,0.30078125,0.0234375,0.19921875,0.3359375,0.08203125,2.1484375,0.9765625,0.16015625,0.1875,0.00390625,0.00390625,0.03515625,0.37890625,0.265625,0.26171875,0.06640625,0.03125,0.078125
749,161,116.8853,222.9448,430.1086,245.8166,444.2271,25.6,3,42.18083,40.2121,6.274391,5.0762,0,44.390625,23.4453125,1.27734375,3.8515625,1.80859375,0.5234375,3.765625,1.01953125,4.6484375,0.984375,1.4921875,0.921875,0.4140625,0.1640625,0.3515625,0.45703125,0.45703125,0.609375,0.1875,0.03515625,0.140625,0.09375,0.515625,0.078125,0.01953125,0.2109375,1.1171875,0.0703125,0.20703125,1.2421875,0.640625,0.10546875,1.0546875,0.17578125,0.0234375,0.203125,0.1328125,0.890625,0.33203125,0.31640625,0.109375,0.21484375,0.1171875,0.140625,0.140625,0.5546875,0.08203125,0.125,0.0625,0.01171875,0.06640625
750,161,116.8853,222.9448,430.1086,245.8166,444.2271,25.6,3,42.18083,40.2121,6.274391,5.0762,0,43.08203125,25.1015625,1.37890625,4.37890625,1.6015625,0.4453125,3.9375,0.9375,4.6484375,0.92578125,1.4921875,0.82421875,0.39453125,0.1640625,0.33203125,0.4609375,0.375,0.47265625,0.18359375,0.0390625,0.15625,0.10546875,0.5546875,0.078125,0.0078125,0.2421875,0.90625,0.0625,0.1953125,1.60546875,0.51953125,0.08984375,1.140625,0.1640625,0.0234375,0.1953125,0.140625,0.31640625,0.33203125,0.37890625,0.15234375,0.18359375,0.1328125,0.14453125,0.11328125,0.52734375,0.10546875,0.08984375,0.08203125,0.01171875,0.06640625
751,161,116.8853,222.9448,430.1086,245.8166,444.2271,25.6,3,42.18083,40.2121,6.274391,5.0762,0,42.83984375,23.7890625,1.6484375,4.07421875,2.04296875,0.4296875,4.703125,1.13671875,4.26171875,1.05078125,1.76171875,0.9375,0.47265625,0.21484375,0.34765625,0.56640625,0.4609375,0.5546875,0.2421875,0.1015625,0.10546875,0.1015625,0.58984375,0.0546875,0,0.24609375,0.98828125,0.07421875,0.22265625,1.33203125,0.66796875,0.06640625,0.9609375,0.15625,0.01953125,0.09765625,0.10546875,0.3203125,0.26171875,0.30859375,0.109375,0.26171875,0.11328125,0.125,0.11328125,0.65625,0.08203125,0.0703125,0.0703125,0.015625,0.06640625
752,101,116.8853,222.9448,430.1086,245.8166,444.2271,24.6,20.95466,42.18083,40.2121,6.274391,5.0762,0,41.01171875,28.921875,1.02734375,4.3046875,2.3515625,0.53125,5.0234375,0.82421875,1.79296875,0.35546875,1.84765625,0.34375,0.1171875,0.27734375,0.26171875,0.2421875,1.22265625,0.20703125,0.06640625,0.1015625,0.1328125,0.19140625,0.15234375,0.12890625,0.015625,0.765625,0.2578125,0.1953125,0.0625,0.6015625,0.06640625,0.15625,0.79296875,0.0234375,0.05078125,2.5703125,0.07421875,1.1015625,0.29296875,0.1171875,0.09765625,0.28125,0.21484375,0.07421875,0.41015625,0.1171875,0.0390625,0.015625,0.05859375,0.0390625,0.0703125
753,101,116.8853,222.9448,430.1086,245.8166,444.2271,24.6,20.95466,42.18083,40.2121,6.274391,5.0762,0,34.18359375,30.96484375,1.08984375,5.578125,2.3359375,0.5703125,6.921875,0.80078125,2.28515625,0.5703125,1.88671875,0.27734375,0.0859375,0.19140625,0.25,0.36328125,2.109375,0.24609375,0.09375,0.09765625,0.14453125,0.25390625,0.234375,0.04296875,0.01171875,0.51171875,0.1875,0.15234375,0.1015625,0.55078125,0.09375,0.203125,0.94921875,0.05078125,0.046875,2.47265625,0.0625,0.77734375,0.23828125,0.20703125,0.08203125,0.30859375,0.2734375,0.16015625,0.5546875,0.1875,0.04296875,0.0390625,0.046875,0.046875,0.0625
754,101,116.8853,222.9448,430.1086,245.8166,444.2271,24.6,20.95466,42.18083,40.2121,6.274391,5.0762,0,39.76171875,30.58984375,1.02734375,4.78515625,2.34375,0.50390625,5.18359375,0.69921875,1.9921875,0.35546875,1.91015625,0.30078125,0.07421875,0.21484375,0.26171875,0.26953125,1.265625,0.1953125,0.08984375,0.125,0.1171875,0.20703125,0.125,0.0859375,0.0234375,0.57421875,0.2109375,0.16796875,0.078125,0.52734375,0.09375,0.17578125,0.55078125,0.0234375,0.03515625,1.8828125,0.05859375,1.171875,0.28125,0.1328125,0.0859375,0.30859375,0.23828125,0.125,0.4765625,0.10546875,0.03515625,0.02734375,0.0234375,0.03515625,0.06640625
755,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,25.9609375,31.07421875,2.3515625,6.421875,1.671875,0.7265625,1.6953125,1.01953125,3.89453125,1.4609375,1.38671875,0.71484375,0.59765625,0.46875,1.24609375,0.25,0.48828125,0.21484375,0.015625,0.078125,0.19921875,0.2109375,1.3671875,0.13671875,0.01171875,0.3359375,0.32421875,0.01171875,0.27734375,3.3984375,1.1953125,0.0234375,4.5859375,0.3671875,0,0.45703125,0.1640625,1.75390625,0.38671875,0.7109375,0.18359375,0.2890625,0.04296875,0.0390625,0.015625,1.109375,0.12890625,0.30078125,0.078125,0.0859375,0.0703125
756,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,24.9921875,33.81640625,3.10546875,6.22265625,2,0.70703125,2.42578125,1.15625,3.76171875,1.16796875,1.2578125,0.55078125,0.65234375,0.66796875,1.09375,0.29296875,0.265625,0.20703125,0.05859375,0.140625,0.33203125,0.23046875,1.28125,0.1328125,0.01953125,0.33203125,0.26171875,0.12109375,0.203125,2.53125,0.7421875,0.015625,3.3828125,0.3359375,0,0.25,0.1171875,2.4609375,0.34765625,0.59375,0.33984375,0.34765625,0.05859375,0.0390625,0.03125,0.37890625,0.1328125,0.1953125,0.07421875,0.06640625,0.1015625
757,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,24.41015625,32.55859375,2.5234375,6.05859375,1.6640625,0.6875,1.58203125,1.1640625,3.6875,1.4921875,1.27734375,0.74609375,0.71484375,0.515625,1.125,0.328125,0.30859375,0.18359375,0.01953125,0.09375,0.328125,0.1875,1.12109375,0.16015625,0.00390625,0.2421875,0.3515625,0.02734375,0.28515625,3.58984375,1.0546875,0.015625,4.9296875,0.30859375,0,0.7421875,0.12109375,1.8984375,0.3359375,0.734375,0.28515625,0.39453125,0.05859375,0.03515625,0.01171875,0.99609375,0.109375,0.26171875,0.0859375,0.10546875,0.078125
758,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,24.33203125,33.8515625,3.08984375,5.90234375,2.04296875,0.82421875,2.51953125,1.203125,3.30859375,1.34375,1.31640625,0.63671875,0.63671875,0.60546875,0.81640625,0.26171875,0.390625,0.1875,0.1015625,0.13671875,0.31640625,0.25390625,1.328125,0.12890625,0,0.359375,0.2265625,0.20703125,0.19140625,2.62109375,0.796875,0.00390625,4.0546875,0.3671875,0.0078125,0.31640625,0.16796875,2.50390625,0.37890625,0.484375,0.34765625,0.328125,0.03125,0.0625,0.03125,0.41796875,0.13671875,0.19921875,0.0625,0.05859375,0.1015625
