,Actual Inf rate (m3/d),HRT (hr) Plant,HRT (hr) Aeration tank,SRT (d),MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature(鈩?,Conductivity (miu S/cm),SVI (ml/g),Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
125,180000,6.5,5.5,7.7,5676,5.4,7.23,26.4,473,197.4546,17.03125,37.515625,1.9921875,10.19140625,2.16015625,1.2109375,3.9609375,0.40234375,5.7734375,1.81640625,0.86328125,0.71875,0.76953125,0.52734375,0.1171875,2.58203125,2.8046875,0.28515625,0.33984375,0.56640625,0.41015625,0.19140625,1.98046875,0.00390625,0.0703125,0.10546875,0.05859375,0.0234375,0.34375,1.4921875,0.2265625,0.046875,0.49609375,0.3125,0.1484375,0.33984375,0.15234375,0.0703125,0.19921875,0.46875,0.625,0.02734375,0.02734375,0.078125,0.05859375,0.08984375,0.23828125,0,0.00390625,0.0078125,0.07421875
126,200000,12,9.718041,15.25832,5050,0.31,6.9,25.4,600,197.4546,21.44921875,24.3671875,4.7109375,12.5234375,2.421875,1.9765625,6.34375,1.3359375,2.6328125,1.06640625,1.06640625,0.54296875,1.34765625,0.2890625,0.1484375,0.44140625,2.35546875,0.22265625,0.65625,0.18359375,0.42578125,0.76953125,2.45703125,0.01953125,0.0703125,0.14453125,0.3125,0.0078125,0.71484375,1.859375,0.2109375,0.125,1.33984375,0.796875,0.046875,1.16796875,0.21484375,0.0390625,0.26953125,0.921875,0.46875,0.03515625,0.01953125,0.0546875,0.45703125,0.296875,0.3671875,0.08203125,0.02734375,0.0078125,0.1875
127,200000,12,9.718041,15.25832,5050,0.4,6.76,25.3,595,197.4546,23.14453125,23.98828125,5.01171875,12.21875,2.63671875,2.03515625,5.265625,1.328125,2.79296875,1.015625,1,0.46875,1.3046875,0.31640625,0.19140625,0.46484375,2.17578125,0.25390625,0.78515625,0.234375,0.4375,0.7890625,2.22265625,0.03125,0.046875,0.140625,0.421875,0.015625,0.6953125,1.7734375,0.22265625,0.0859375,1.2109375,0.6875,0.0546875,0.9453125,0.125,0.046875,0.2421875,0.80078125,0.5546875,0.0625,0.03125,0.0625,0.6640625,0.26953125,0.390625,0.09765625,0.02734375,0.01171875,0.19921875
128,200000,12,9.718041,15.25832,5050,0.56,6.95,25.3,594,197.4546,22.40625,25.13671875,5.44921875,11.99609375,2.62890625,1.984375,4.80078125,1.64453125,3.234375,0.90234375,1.1015625,0.671875,1.45703125,0.4609375,0.21875,0.55078125,1.8046875,0.1875,0.6484375,0.2890625,0.38671875,0.83984375,1.75390625,0.02734375,0.03125,0.1796875,0.390625,0.0390625,0.4140625,1.6484375,0.2265625,0.14453125,0.9921875,0.4375,0.0859375,1.20703125,0.171875,0.05078125,0.234375,0.8046875,0.4609375,0.08203125,0.01171875,0.09375,0.5546875,0.43359375,0.33984375,0.08203125,0.015625,0.01171875,0.2734375
129,200000,12,9.718041,15.25832,3032,0.28,6.8,25.7,583,197.4546,22.66015625,25.59765625,4.15625,13.3203125,2.625,1.60546875,5.39453125,1.03515625,3.109375,0.96875,1.10546875,0.5625,1.22265625,0.29296875,0.1328125,0.30078125,2.16015625,0.25,0.62109375,0.203125,0.3125,0.75390625,2.4765625,0.0078125,0.03125,0.19921875,0.30078125,0.03125,0.6796875,1.2890625,0.1875,0.109375,1.21875,0.76953125,0.07421875,1.015625,0.2265625,0.08203125,0.27734375,0.7421875,0.453125,0.05078125,0.046875,0.09765625,0.5234375,0.21484375,0.296875,0.10546875,0.0078125,0.01171875,0.08203125
130,200000,12,9.718041,15.25832,3032,0.12,6.69,25.6,580,197.4546,25.2265625,24.4375,3.8515625,12.421875,3.13671875,1.2109375,5.55859375,1,2.64453125,1.08984375,0.80859375,0.3359375,0.8828125,0.26953125,0.10546875,0.3984375,1.9453125,0.125,0.625,0.0859375,0.3515625,0.65234375,2.71875,0.01171875,0.0390625,0.10546875,0.24609375,0.0078125,0.6875,2.47265625,0.19140625,0.0546875,0.97265625,1.0390625,0.046875,1.0234375,0.09375,0.01953125,0.34375,0.9296875,0.4609375,0.04296875,0.01171875,0.05078125,0.51171875,0.09375,0.38671875,0.14453125,0.01171875,0.00390625,0.11328125
131,200000,12,9.718041,15.25832,3032,0.26,6.8,25.5,578,197.4546,22.01953125,25.41015625,4.52734375,13.52734375,2.4765625,1.5703125,5.01953125,1.28125,3.25390625,0.90625,1.05078125,0.5234375,1.19140625,0.390625,0.1953125,0.34375,2.53515625,0.20703125,0.6171875,0.21484375,0.41796875,0.65234375,2.3828125,0.01953125,0.046875,0.16796875,0.43359375,0.01171875,0.73828125,1.3125,0.2578125,0.14453125,0.87890625,0.7578125,0.07421875,0.9453125,0.25,0.04296875,0.25390625,0.83984375,0.453125,0.0546875,0.02734375,0.04296875,0.6171875,0.39453125,0.27734375,0.08984375,0.01953125,0.01953125,0.11328125
132,150000,19.23245,9.718041,15.25832,3894,0.22,7.01,26.7,513,197.4546,20.125,44.66015625,1.1953125,9.80859375,1.29296875,1.609375,3.1171875,0.37109375,4.4296875,0.47265625,1.45703125,1.4296875,0.28515625,0.63671875,0.03515625,0.5546875,1.83984375,0.44921875,0.00390625,0.09375,0.18359375,0.1875,2.0625,0,0.046875,0.0390625,0.16796875,0.015625,0.09375,0.71484375,0.0234375,0.03515625,0,0.02734375,0.08984375,0.08984375,0.28515625,0.25,0.28125,0.1875,0.54296875,0,0.01953125,0.2109375,0.02734375,0.1484375,0.109375,0.19140625,0.0078125,0,0.09375
133,150000,19.23245,9.718041,15.25832,3894,1.76,6.88,27.1,504,197.4546,21.828125,43.73828125,1.1875,8.76953125,1.06640625,1.484375,2.70703125,0.35546875,5.359375,0.41796875,1.625,1.82421875,0.328125,0.68359375,0.046875,0.70703125,1.34765625,0.37109375,0.01171875,0.10546875,0.1953125,0.3046875,1.65234375,0,0.04296875,0.05859375,0.19921875,0,0.0625,0.69140625,0.04296875,0.04296875,0,0.0234375,0.05078125,0.07421875,0.34375,0.39453125,0.2265625,0.15625,0.49609375,0,0.03125,0.20703125,0.0234375,0.21875,0.140625,0.265625,0.00390625,0.0078125,0.078125
134,150000,19.23245,9.718041,15.25832,3894,0.63,7.03,26.8,511,197.4546,24.7890625,40.55078125,1.22265625,8.85546875,1.16015625,1.55859375,3.02734375,0.47265625,4.68359375,0.40234375,1.609375,1.68359375,0.29296875,0.58203125,0.04296875,0.60546875,1.60546875,0.33203125,0.00390625,0.1328125,0.203125,0.4375,2.0078125,0,0.0234375,0.0546875,0.1875,0,0.0703125,0.7265625,0.00390625,0.02734375,0.00390625,0.01953125,0.1015625,0.1015625,0.3515625,0.41015625,0.17578125,0.1953125,0.484375,0,0.02734375,0.1796875,0.015625,0.1875,0.12890625,0.16796875,0.01953125,0.0078125,0.06640625
135,7304,24,20,30,2165,1.8,7.5,20.6,3690,197.4546,50.65625,11.96875,0.7734375,5.5625,0.9453125,1.50390625,1.89453125,0.08203125,1.56640625,2.91015625,0.87890625,0.69921875,0.32421875,0.265625,1.40625,0.1875,4.23828125,0.296875,0.01953125,0.0546875,0.03515625,0.12890625,0.7578125,0.00390625,0,0.0859375,0.07421875,0.01171875,0.73046875,0.046875,0.4296875,0.296875,0.984375,0.1328125,0.24609375,1.89453125,0.2734375,0.09765625,6.31640625,0.21484375,0.05078125,0.13671875,0.33984375,0.04296875,0.03515625,0.1875,0.078125,0.015625,0,0.046875,0.0703125
136,7304,24,20,30,2165,4.18,7.5,20.6,3870,197.4546,49.70703125,9.42578125,0.74609375,6.0625,0.99609375,1.7734375,2.125,0.09765625,1.3046875,3.33203125,0.828125,0.61328125,0.421875,0.2890625,0.9609375,0.13671875,6.93359375,0.359375,0.03125,0.06640625,0.02734375,0.1875,1.0078125,0,0.0078125,0.09765625,0.06640625,0.01953125,0.99609375,0.19140625,0.38671875,0.30859375,1.65234375,0.19921875,0.20703125,2.015625,0.15625,0.0625,5.22265625,0.21875,0.03125,0.10546875,0.234375,0.046875,0.03515625,0.12890625,0.06640625,0.02734375,0,0.05078125,0.03125
137,7304,24,20,30,2165,5.8,7.5,20.6,4170,197.4546,50.1328125,9.0703125,0.72265625,6.23046875,0.8671875,1.3203125,1.62109375,0.0625,1.62890625,2.9453125,0.89453125,0.62890625,0.38671875,0.203125,1.046875,0.09765625,6.7734375,0.34375,0.0546875,0.05859375,0.02734375,0.14453125,1.14453125,0,0.0078125,0.0859375,0.0546875,0.00390625,1.1484375,0.0703125,0.53125,0.22265625,2.125,0.1796875,0.1796875,1.6484375,0.203125,0.09375,6.046875,0.24609375,0.01953125,0.1015625,0.203125,0.0234375,0.03515625,0.17578125,0.08984375,0.01171875,0,0.05078125,0.03515625
138,7304,24,20,30,2165,0.57,6.5,21.5,3690,197.4546,52.19140625,10.65625,0.765625,5.89453125,0.9921875,1.4375,1.65234375,0.0390625,1.31640625,2.46875,0.8515625,0.5,0.36328125,0.25390625,1.03515625,0.1796875,4.70703125,0.26171875,0.03125,0.05859375,0.05859375,0.125,0.81640625,0,0.00390625,0.1015625,0.09765625,0.01953125,0.96875,0.06640625,0.36328125,0.2734375,1.140625,0.15234375,0.16796875,1.5390625,0.203125,0.13671875,6.95703125,0.171875,0.0703125,0.0390625,0.36328125,0.0390625,0.03515625,0.15625,0.09765625,0.015625,0,0.09765625,0.06640625
139,7304,24,20,30,2165,2.4,6.51,20.7,3680,197.4546,50.1328125,11.54296875,0.9921875,6.55859375,1.02734375,1.65625,1.94140625,0.08203125,1.7109375,2.35546875,1.1171875,0.765625,0.45703125,0.33984375,1.28125,0.2421875,3.79296875,0.30859375,0.02734375,0.07421875,0.046875,0.15625,0.97265625,0.00390625,0.00390625,0.08984375,0.1015625,0.01953125,0.8046875,0.05859375,0.51171875,0.3203125,1.1015625,0.1328125,0.26953125,2.09765625,0.26953125,0.15625,5.0234375,0.26171875,0.10546875,0.0859375,0.49609375,0.01953125,0.0390625,0.20703125,0.13671875,0.015625,0,0.046875,0.0390625
140,7304,24,20,30,2165,5.3,6.49,20.8,3880,197.4546,51.15234375,9.94921875,0.94140625,6.73046875,0.94140625,1.39453125,1.515625,0.05078125,1.79296875,2.16796875,0.85546875,0.6953125,0.3984375,0.28515625,1.140625,0.15234375,4.33984375,0.265625,0.03125,0.04296875,0.03515625,0.06640625,0.90234375,0.00390625,0.0078125,0.10546875,0.078125,0.0078125,0.890625,0.0625,0.5390625,0.2578125,1.26953125,0.1328125,0.17578125,2.04296875,0.25,0.14453125,6.9609375,0.296875,0.0625,0.08984375,0.31640625,0.0078125,0.0703125,0.15234375,0.11328125,0.0234375,0,0.04296875,0.046875
141,60000,19.23245,9.718041,20,4000,1.67,6.8,20.1,895,197.4546,46.390625,39.64453125,0.3515625,4.28515625,0.30078125,1.421875,0.15625,0.140625,0.4140625,0.23046875,0.77734375,0.14453125,0.00390625,0.125,0.0078125,0.05078125,0.55859375,1.2109375,0.01171875,0.3359375,0,0.0234375,0.91796875,0,0,0.07421875,0.0078125,0,0.02734375,0.23046875,0,0.078125,0.0390625,0.0234375,0.03125,0.06640625,0.03515625,0.7578125,0.24609375,0,0.00390625,0.00390625,0.08984375,0.33203125,0.2421875,0.00390625,0.01171875,0.1640625,0,0,0.02734375
142,60000,19.23245,9.718041,20,4000,1.56,6.78,21.7,874,197.4546,46.46875,43.61328125,0.078125,2.8828125,0.2890625,0.69140625,0.1328125,0.18359375,0.3046875,0.17578125,0.62109375,0.07421875,0.0078125,0.10546875,0,0.03125,0.53125,0.75390625,0.0078125,0.2109375,0.00390625,0,1.03515625,0,0.00390625,0.015625,0,0,0.01953125,0.08203125,0,0.03125,0.015625,0.015625,0.015625,0.0390625,0.01171875,0.5703125,0.44921875,0,0,0.00390625,0.0234375,0.12890625,0.20703125,0.00390625,0,0.14453125,0,0.00390625,0.01171875
143,60000,19.23245,9.718041,20,4000,1.51,6.66,20.7,902,197.4546,42.17578125,48.26953125,0.16015625,2.8046875,0.234375,0.62890625,0.11328125,0.16796875,0.33984375,0.19921875,0.68359375,0.1171875,0,0.11328125,0,0.0234375,0.3671875,0.703125,0.01171875,0.2734375,0,0.01953125,0.828125,0.00390625,0,0.0234375,0,0,0.01171875,0.14453125,0,0.01953125,0.015625,0.02734375,0.01171875,0.05078125,0.0234375,0.5625,0.328125,0,0,0,0.015625,0.1484375,0.203125,0.0078125,0,0.15234375,0,0,0.015625
144,60000,19.23245,9.718041,20,4000,1.86,7.1,24,838,197.4546,31.62109375,55.7109375,0.19140625,2.41015625,0.3125,0.97265625,0.12890625,0.55078125,0.37109375,0.31640625,1.1875,0.1484375,0.0078125,0.05859375,0.0078125,0.03515625,0.57421875,0.91796875,0.0078125,0.1953125,0,0.0234375,1.26171875,0.00390625,0.00390625,0.0390625,0,0.00390625,0.05859375,0.41015625,0,0.04296875,0.01171875,0.0390625,0.0078125,0.11328125,0.0078125,1.28125,0.39453125,0,0,0,0.046875,0.2265625,0.13671875,0.01171875,0.0078125,0.09765625,0,0.00390625,0.0390625
145,60000,19.23245,9.718041,20,4000,2.48,7.24,20.5,832,197.4546,40.86328125,48.34765625,0.2578125,2.40234375,0.2421875,0.9453125,0.14453125,0.43359375,0.37890625,0.19140625,1,0.15625,0.01953125,0.046875,0.00390625,0.04296875,0.34375,0.70703125,0.00390625,0.25390625,0.0078125,0.0078125,0.62109375,0,0.0078125,0.0546875,0.00390625,0,0.015625,0.5625,0.00390625,0.0546875,0.02734375,0.01953125,0.01953125,0.0703125,0.01953125,0.84375,0.28125,0,0,0,0.0625,0.18359375,0.140625,0.015625,0.0234375,0.12890625,0,0,0.0390625
146,60000,19.23245,9.718041,20,4000,3.4,7.28,20.7,831,197.4546,42.73046875,45.78515625,0.34375,2.3359375,0.3515625,0.9375,0.16015625,0.640625,0.42578125,0.1953125,1.01953125,0.10546875,0,0.05859375,0.0078125,0.0546875,0.3359375,0.84375,0.00390625,0.21875,0,0,0.69921875,0.0078125,0.00390625,0.03125,0,0.0078125,0.02734375,0.5234375,0.00390625,0.0703125,0.015625,0.01171875,0.01171875,0.0703125,0.015625,1,0.29296875,0.00390625,0,0.00390625,0.08203125,0.21875,0.1484375,0.02734375,0.01953125,0.09375,0,0,0.0546875
147,160000,19.23245,9.718041,15.25832,9992,0.05,6.96,20.1,807,197.4546,19.6953125,35.78125,1.2265625,5.44921875,2.515625,2.16796875,4.9453125,0.65625,3.66015625,0.890625,1.3359375,0.46484375,0.5,0.5,0.3984375,0.4609375,3.05078125,0.7265625,0.2578125,0.0859375,0.08203125,0.703125,2.484375,0.00390625,0.01953125,0.33984375,0.515625,0.00390625,0.8515625,1.76953125,0.78125,0.08203125,0.92578125,0.15234375,0.01953125,2.21484375,0.1484375,0.12890625,1.19140625,0.62890625,0.19140625,0.0390625,0.08203125,0.15234375,1.05078125,0.07421875,0.1875,0.21875,0.09765625,0.00390625,0.0859375
148,160000,19.23245,9.718041,15.25832,9992,0.29,6.96,20.6,716,197.4546,20.203125,35.95703125,1.4140625,5.58203125,2.296875,2.078125,4.73046875,0.61328125,3.25390625,0.8046875,1.3046875,0.48828125,0.46484375,0.44140625,0.37890625,0.44921875,3.11328125,0.77734375,0.2578125,0.08984375,0.0625,0.7890625,2.125,0.015625,0.0078125,0.29296875,0.48828125,0.00390625,0.87109375,1.80859375,0.7109375,0.0859375,0.86328125,0.15234375,0.05078125,2.62890625,0.125,0.05859375,1.2265625,0.53515625,0.203125,0.05859375,0.02734375,0.109375,1.3125,0.08203125,0.1953125,0.15234375,0.09765625,0.00390625,0.15625
149,160000,19.23245,9.718041,15.25832,9992,0.15,6.96,21.1,654,197.4546,25.4765625,35.46875,1.2890625,5.19921875,1.97265625,1.39453125,3.71484375,0.5703125,3.96875,0.49609375,0.98828125,0.59765625,0.390625,0.5078125,0.48046875,0.30859375,2.12890625,0.58984375,0.17578125,0.08984375,0.046875,0.55078125,1.75390625,0.0078125,0.01171875,0.3671875,0.63671875,0.0078125,0.65234375,1.2421875,0.7265625,0.08984375,1.1484375,0.06640625,0.04296875,2.03125,0.17578125,0.1171875,1.4765625,0.58984375,0.15234375,0.08984375,0.03125,0.08984375,1.4140625,0.1015625,0.22265625,0.1875,0.0625,0,0.09765625
150,160000,19.23245,9.718041,15.25832,9992,0.05,6.96,20.1,807,197.4546,18.328125,37.16015625,1.16796875,5.59375,2.62109375,2.4765625,5.1171875,0.60546875,3.56640625,0.8046875,1.08984375,0.4609375,0.5234375,0.421875,0.3359375,0.4140625,3.1328125,0.84375,0.2578125,0.08203125,0.0546875,0.59375,2.2734375,0.0078125,0.015625,0.359375,0.50390625,0.0078125,1.09375,1.68359375,0.63671875,0.07421875,0.86328125,0.09375,0.04296875,1.9375,0.12890625,0.3125,1.42578125,0.77734375,0.1875,0.0546875,0.046875,0.23828125,0.94140625,0.05859375,0.203125,0.15625,0.08203125,0.00390625,0.13671875
151,160000,19.23245,9.718041,15.25832,9992,0.29,6.96,20.6,716,197.4546,20.76171875,33.22265625,1.44921875,5.453125,2.40625,1.8671875,4.9375,0.70703125,4.1875,0.88671875,1.30859375,0.625,0.50390625,0.5546875,0.51171875,0.51171875,2.9765625,0.81640625,0.265625,0.0859375,0.07421875,0.63671875,2.546875,0.01171875,0.03125,0.34765625,0.56640625,0.01171875,1.0234375,1.39453125,0.90234375,0.1015625,1.0078125,0.10546875,0.0390625,1.84375,0.22265625,0.18359375,1.80859375,0.6484375,0.18359375,0.12109375,0.046875,0.15234375,1.19140625,0.10546875,0.23828125,0.19140625,0.08203125,0,0.140625
152,160000,19.23245,9.718041,15.25832,9992,0.15,6.96,21.1,654,197.4546,18.4375,36.84375,1.1953125,6.125,2.45703125,2.3671875,4.55078125,0.578125,4.06640625,0.9140625,1.19921875,0.48828125,0.56640625,0.53515625,0.33984375,0.39453125,3.09375,0.734375,0.22265625,0.05859375,0.0546875,0.734375,2.16796875,0.00390625,0.015625,0.3046875,0.53515625,0.01953125,0.87890625,1.765625,0.6875,0.08984375,0.6171875,0.18359375,0.05859375,2.3125,0.1640625,0.06640625,1.2734375,0.4765625,0.22265625,0.06640625,0.0546875,0.15234375,1.1796875,0.08984375,0.30859375,0.1640625,0.0703125,0.00390625,0.109375
153,160102.4,19.23245,9.718041,15.25832,9796,0.72,6.86,19.8,691,197.4546,21.3828125,35.55078125,1.17578125,4.84765625,2.57421875,1.47265625,5.46484375,0.77734375,4.73046875,0.59375,1.17578125,0.5546875,0.359375,0.484375,0.51953125,0.42578125,2.66796875,0.53515625,0.2734375,0.07421875,0.046875,0.640625,2.29296875,0.0234375,0.01953125,0.31640625,0.59375,0.01171875,1.02734375,0.85546875,0.93359375,0.109375,0.5546875,0.04296875,0.06640625,1.57421875,0.2109375,0.1171875,2.015625,0.64453125,0.1484375,0.046875,0.046875,0.109375,1.1953125,0.06640625,0.22265625,0.19921875,0.12109375,0.00390625,0.1015625
154,160102.4,19.23245,9.718041,15.25832,9796,5.18,6.86,20.9,623,197.4546,20.7109375,37.9375,1.2109375,4.73828125,2.234375,1.20703125,4.21875,0.66796875,4.9765625,0.57421875,1.13671875,0.59375,0.3984375,0.54296875,0.5,0.43359375,2.2109375,0.5,0.3046875,0.08984375,0.07421875,0.59375,1.83203125,0.00390625,0.00390625,0.2578125,0.515625,0.01171875,0.66796875,1.21875,0.984375,0.109375,0.953125,0.05859375,0.0546875,1.74609375,0.2421875,0.12890625,2.15234375,0.61328125,0.19921875,0.10546875,0.02734375,0.09375,1.40234375,0.09765625,0.1953125,0.234375,0.09765625,0.01171875,0.125
155,160102.4,19.23245,9.718041,15.25832,9796,1.4,6.86,21.2,627,197.4546,21.05859375,35.87890625,1.3125,5.12890625,2.56640625,1.328125,4.671875,0.77734375,5.05078125,0.6328125,1.13671875,0.60546875,0.359375,0.58984375,0.515625,0.53515625,2.0390625,0.40625,0.2578125,0.0546875,0.0859375,0.59765625,1.67578125,0.015625,0.01953125,0.33203125,0.671875,0.01171875,0.73046875,1.6328125,0.765625,0.12890625,0.84375,0.1015625,0.07421875,1.8125,0.19921875,0.078125,1.8984375,0.74609375,0.21484375,0.08203125,0.02734375,0.08984375,1.45703125,0.1015625,0.22265625,0.1796875,0.15625,0.0078125,0.1328125
156,160102.4,19.23245,9.718041,15.25832,9796,0.6,6.8,19.4,762,197.4546,19.375,37.98828125,1.32421875,5.50390625,2.26171875,2.1796875,4.171875,0.7421875,3.66796875,0.7421875,1.0703125,0.6171875,0.48828125,0.5546875,0.44140625,0.55078125,2.28515625,0.7109375,0.2578125,0.0859375,0.0859375,0.80859375,1.88671875,0.015625,0.0078125,0.38671875,0.49609375,0.015625,0.6640625,1.92578125,0.7890625,0.08203125,0.69921875,0.08984375,0.0625,2.109375,0.13671875,0.1484375,1.4453125,0.484375,0.38671875,0.07421875,0.03515625,0.1953125,1.2421875,0.04296875,0.33203125,0.15234375,0.0625,0.00390625,0.11328125
157,160102.4,19.23245,9.718041,15.25832,9796,0.4,6.8,19.8,669,197.4546,21.390625,37.67578125,1.328125,5.5234375,2.44921875,1.62109375,3.91796875,0.77734375,4.26171875,0.66015625,1.1015625,0.57421875,0.4453125,0.578125,0.390625,0.6171875,1.49609375,0.49609375,0.2890625,0.1015625,0.0859375,0.73828125,1.16796875,0.0078125,0.0078125,0.359375,0.47265625,0.01171875,0.5234375,1.8828125,0.703125,0.09765625,0.88671875,0.0546875,0.0625,2.31640625,0.15625,0.15625,1.25390625,0.56640625,0.3515625,0.109375,0.0390625,0.1953125,1.23046875,0.1171875,0.26171875,0.23046875,0.08203125,0.01171875,0.1640625
158,160102.4,19.23245,9.718041,15.25832,9796,4.04,6.8,20.4,644,197.4546,27.6875,31.23046875,1.1953125,5.62109375,2.44140625,1.62109375,4.03125,0.5703125,3.71875,0.57421875,0.9453125,0.61328125,0.44140625,0.390625,0.42578125,0.30078125,2.50390625,0.578125,0.15625,0.09765625,0.0703125,0.578125,1.74609375,0.0078125,0.01953125,0.37109375,0.48828125,0.00390625,1.015625,1.26171875,0.61328125,0.1171875,1.15234375,0.08203125,0.05078125,2.43359375,0.1953125,0.14453125,1.46875,0.703125,0.19921875,0.0703125,0.04296875,0.08984375,1.23046875,0.09375,0.23046875,0.1640625,0.1015625,0,0.109375
159,160102.4,25,16,15.25832,5854,0.71,7.27,23,935,197.4546,19.6953125,20.10546875,5.95703125,9.1875,3.984375,3.0390625,5.33984375,1.40625,2.86328125,2.41015625,0.9375,1.0703125,3.34375,0.42578125,1.515625,0.21484375,0.80859375,0.7890625,0.2734375,0.18359375,0.1953125,0.79296875,1.56640625,0.05859375,0.09375,0.33984375,0.2890625,0.2265625,1.953125,1.20703125,1,0.01953125,0.30078125,0.25,0.37109375,1.671875,0.2890625,0.16796875,2.21484375,1.0546875,0.43359375,0.22265625,0.046875,0.09375,0.15625,0.21484375,0.2890625,0.796875,0.0390625,0.00390625,0.08984375
160,160102.4,25,16,15.25832,5854,6.54,7.27,23.1,925,197.4546,18.98828125,22.34765625,5.515625,9.13671875,4.8046875,2.5546875,4.91015625,1.15625,1.9453125,2.19140625,0.7109375,0.64453125,3.015625,0.28515625,1.45703125,0.25,0.8046875,0.61328125,0.1875,0.12890625,0.1328125,0.890625,2.3046875,0.02734375,0.0234375,0.28515625,0.20703125,0.12890625,2.96484375,1.453125,0.82421875,0.0234375,0.296875,0.26171875,0.19921875,1.98046875,0.16015625,0.0390625,2.984375,1.36328125,0.55859375,0.05078125,0.01171875,0.01953125,0.09765625,0.07421875,0.3671875,0.49609375,0.03515625,0.00390625,0.0859375
161,160102.4,25,16,15.25832,5854,4.31,7.27,23.1,977,197.4546,22.51953125,17.73046875,4.88671875,9.10546875,6.3125,1.7421875,4.82421875,1.10546875,2.21484375,1.890625,0.58203125,0.546875,2.4765625,0.3125,1.35546875,0.1328125,1.23046875,0.48828125,0.24609375,0.2109375,0.1328125,0.75390625,2.94921875,0.01953125,0.0234375,0.37890625,0.18359375,0.15234375,3.57421875,1.375,1,0.00390625,0.21484375,0.33984375,0.20703125,2.125,0.1953125,0.0078125,3.17578125,1.66796875,0.484375,0.0234375,0,0.01171875,0.1328125,0.0703125,0.3359375,0.42578125,0,0.015625,0.10546875
162,269300,12.8,4.8,13,3876,1,6.9,28,1457,197.4546,31.1015625,39.7421875,0.70703125,2.140625,2.24609375,0.90625,1.6171875,1.48828125,0.17578125,0.1171875,1.890625,0.58984375,0.03515625,0.15625,0.09765625,0.40234375,0.22265625,0.2578125,0.125,0.3984375,0.015625,0.01171875,0.26953125,0.0859375,0.0078125,0.21484375,0.51953125,0.5078125,0.01171875,0.01953125,0.0390625,0.39453125,0.0234375,0.01171875,0.0546875,7.29296875,0.390625,3.8984375,0.13671875,0.0078125,0,0.00390625,0.53125,0.109375,0.48046875,0.05859375,0.015625,0.234375,0.01171875,0.19921875,0.0234375
163,269300,12.8,4.8,13,3876,3.17,7.15,26.4,1448,197.4546,30.86328125,39.98046875,0.6875,3.06640625,1.9140625,0.93359375,1.70703125,1.07421875,0.14453125,0.19140625,1.67578125,0.453125,0.0390625,0.13671875,0.0546875,0.34765625,0.33203125,0.25390625,0.09375,0.328125,0.0234375,0,0.28515625,0.0703125,0,0.234375,0.4140625,0.41796875,0.00390625,0.02734375,0.07421875,0.26953125,0.0390625,0.03515625,0.078125,8.640625,0.41015625,2.40625,0.13671875,0.0234375,0,0.00390625,0.82421875,0.05078125,0.58984375,0.09375,0.03515625,0.2734375,0.02734375,0.20703125,0.02734375
164,269300,12.8,4.8,13,3876,1.9,7.02,28.2,1406,197.4546,34.11328125,37.92578125,0.78515625,2.8828125,1.89453125,0.8359375,1.41796875,1.09765625,0.26171875,0.11328125,2.25390625,0.46875,0.015625,0.1328125,0.046875,0.34375,0.40234375,0.1953125,0.1015625,0.2421875,0.01953125,0.00390625,0.38671875,0.0390625,0.0078125,0.23046875,0.42578125,0.421875,0,0.02734375,0.11328125,0.31640625,0.015625,0.01953125,0.06640625,7.4765625,0.62109375,2.2265625,0.16015625,0.0078125,0,0.00390625,0.671875,0.06640625,0.56640625,0.03125,0.078125,0.21875,0.01171875,0.19140625,0.04296875
165,185000,14.6,9.6,12,3486,1.5,6.78,25.8,1467,197.4546,15.52734375,47.7109375,6.12890625,5.484375,1.8828125,1.609375,4.4453125,0.23828125,1.9140625,0.94921875,0.5078125,0.7890625,0.1015625,0.18359375,0.13671875,0.6171875,0.95703125,0.421875,0.42578125,0.04296875,0.3515625,0.14453125,1.6484375,0.01171875,0.015625,0.15625,0.0703125,0.01171875,0.0546875,1.015625,0.5625,0,1.8203125,0.04296875,0.08203125,1.1953125,0.17578125,0.30078125,0.66796875,0.51953125,0.48046875,0.03515625,0.04296875,0.0390625,0.0078125,0.2109375,0.15625,0.00390625,0,0.01953125,0.08203125
