,BOD-Removal rate,COD-Removal rate,NH4-Removal rate,TN-Removal rate,TP-Removal rate,Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
346,6.525154,36.23311,0.996666667,0.888888889,0.995454545,36.2265625,26.05859375,1.13671875,4.95703125,0.94921875,0.63671875,1.625,0.3203125,13.31640625,0.72265625,0.9609375,0.54296875,0.67578125,0.2265625,0.25,0.16796875,0.66796875,0.2421875,0.0234375,0.01171875,0.0078125,0.015625,0.92578125,0.01171875,1.26953125,0.12109375,0.265625,0.0234375,0.17578125,0.921875,0.33203125,0.03515625,1.69921875,0.10546875,0.015625,0.01171875,0.328125,0.5234375,0.3671875,0.2890625,0.125,0.1328125,0.0546875,0.07421875,0.01953125,0.16015625,0.03125,2.15234375,0.015625,0.0078125,0.0625
347,6.525154,36.23311,0.996666667,0.888888889,0.995454545,25.4140625,39.20703125,1.13671875,6.1953125,1.5078125,0.91796875,3.94140625,0.27734375,5.51953125,1.05078125,0.70703125,0.80859375,0.1015625,0.1328125,0.5859375,0.359375,1.37890625,0.21875,0.22265625,0.09765625,0.1328125,0.0859375,0.9921875,0,0.03515625,0.13671875,1.52734375,0,0.75,1.78515625,0.36328125,0.00390625,1.16796875,0.02734375,0.0078125,0.16015625,0.16796875,0.265625,0.21484375,0.51953125,0.234375,0.0234375,0.0546875,0.0546875,0.16796875,0.53515625,0.58984375,0.05078125,0.08984375,0.0078125,0.06640625
348,6.525154,36.23311,0.996666667,0.888888889,0.995454545,26.96875,36.69140625,1.03515625,6.23828125,1.6328125,0.91796875,4.1171875,0.33203125,5.65625,1.05078125,0.7578125,0.78125,0.15625,0.12890625,0.55859375,0.36328125,1.49609375,0.25390625,0.1875,0.0390625,0.0859375,0.09375,1.2734375,0.00390625,0.01953125,0.06640625,1.71484375,0,0.94140625,1.81640625,0.37109375,0.01953125,1.33203125,0.02734375,0.0078125,0.09765625,0.1796875,0.16015625,0.1328125,0.63671875,0.203125,0.015625,0.05078125,0.0390625,0.203125,0.43359375,0.56640625,0.01953125,0.07421875,0,0.05078125
349,6.525154,36.23311,0.996666667,0.888888889,0.995454545,26.10546875,36.28125,1.203125,6.125,1.5234375,1.265625,4.68359375,0.34765625,5.5234375,0.97265625,0.73828125,0.81640625,0.140625,0.1875,0.609375,0.39453125,1.8203125,0.359375,0.26171875,0.0859375,0.08984375,0.12890625,1.37109375,0.01171875,0.078125,0.16015625,1.546875,0.00390625,0.9140625,1.42578125,0.33984375,0.0234375,1.54296875,0.08984375,0.00390625,0.1171875,0.1484375,0.1484375,0.171875,0.49609375,0.21875,0.03515625,0.03515625,0.03515625,0.234375,0.4453125,0.48828125,0.0625,0.11328125,0.00390625,0.0703125
350,0.988235294,36.23311,0.999456522,0.897473684,0.996969697,29.15625,31.328125,1.1328125,3.78515625,2.40625,0.984375,4.07421875,0.640625,10.1796875,0.74609375,1.69140625,0.59765625,0.05078125,0.171875,0.4140625,0.2109375,0.88671875,0.328125,0.13671875,0.06640625,0.09765625,0.15234375,0.45703125,0.05078125,0.0390625,0.33203125,0.81640625,0.01171875,0.2265625,1.6484375,0.33203125,0.08984375,2.265625,0.3203125,0.0078125,0.1171875,0.25,1.01171875,0.19921875,0.40234375,0.21875,0.1953125,0.08984375,0.07421875,0.29296875,0.48828125,0.15234375,0.51171875,0.07421875,0.01953125,0.06640625
351,0.988235294,36.23311,0.999456522,0.897473684,0.996969697,25.80078125,34.4375,1.19140625,4.06640625,1.93359375,0.859375,4.40625,0.66015625,10.0078125,0.97265625,1.55078125,0.62890625,0.0703125,0.203125,0.33984375,0.21484375,1.14453125,0.296875,0.25,0.0546875,0.0859375,0.19140625,0.63671875,0.05859375,0.04296875,0.3671875,0.59375,0.0078125,0.30859375,1.6796875,0.27734375,0.06640625,2.3828125,0.4296875,0.00390625,0.13671875,0.2421875,0.5703125,0.1328125,0.4921875,0.2109375,0.19140625,0.05078125,0.05078125,0.2421875,0.515625,0.19921875,0.609375,0.04296875,0.01171875,0.078125
352,0.988235294,36.23311,0.999456522,0.897473684,0.996969697,25.69140625,33.2109375,1.12890625,4.41796875,2.21875,0.796875,4.36328125,0.625,10.296875,1.0078125,1.66015625,0.765625,0.078125,0.1796875,0.3984375,0.203125,1.45703125,0.31640625,0.17578125,0.07421875,0.0625,0.13671875,0.47265625,0.0546875,0.03515625,0.26953125,0.8046875,0.00390625,0.28125,1.8515625,0.32421875,0.06640625,2.27734375,0.390625,0.01171875,0.1640625,0.26953125,0.47265625,0.109375,0.4296875,0.2265625,0.2265625,0.0625,0.05078125,0.2890625,0.44921875,0.2109375,0.7109375,0.0625,0.02734375,0.12890625
353,0.988235294,36.23311,0.999456522,0.897473684,0.996969697,21.4296875,25.23046875,2.69921875,8.01171875,2.5078125,1.39453125,5.16796875,0.25,5.0859375,2.57421875,1.05078125,0.55078125,0.3515625,0.26953125,0.9140625,0.3046875,2.390625,0.58203125,0.26171875,0.20703125,0.10546875,0.39453125,1.6796875,0.015625,0.05859375,0.28515625,0.66015625,0.015625,1.75,3.52734375,0.515625,0.046875,3.44140625,0.7109375,0.06640625,0.29296875,0.13671875,0.2578125,0.44140625,1.28125,0.6875,0.1640625,0.02734375,0.0390625,0.87890625,0.29296875,0.4375,0.37890625,0.109375,0.01953125,0.046875
354,0.988235294,36.23311,0.999456522,0.897473684,0.996969697,21.5703125,28.61328125,2.859375,7.46484375,2.49609375,1.1328125,5.0859375,0.25,5.46875,1.92578125,1.0078125,0.54296875,0.375,0.37109375,0.703125,0.3359375,1.5390625,0.47265625,0.2109375,0.19140625,0.08203125,0.3046875,1.1796875,0.0625,0.08203125,0.35546875,0.78125,0.0234375,1.2265625,3.76171875,0.54296875,0.11328125,2.4921875,0.546875,0.09375,0.2890625,0.15625,0.33203125,0.45703125,1.1484375,0.765625,0.171875,0.02734375,0.0390625,0.85546875,0.33203125,0.4453125,0.48828125,0.12109375,0.0234375,0.08203125
355,0.988235294,36.23311,0.999456522,0.897473684,0.996969697,21.27734375,23.62890625,2.7734375,8.85546875,2.546875,1.5078125,5.3515625,0.2578125,6.0234375,2.35546875,0.984375,0.5703125,0.34765625,0.34765625,0.7265625,0.3125,2.24609375,0.5703125,0.23046875,0.23828125,0.1015625,0.3203125,1.66796875,0.05078125,0.08203125,0.2890625,0.8359375,0.0078125,1.953125,3.0859375,0.55859375,0.08984375,3.36328125,0.5703125,0.10546875,0.265625,0.171875,0.296875,0.328125,1.34375,0.73828125,0.14453125,0.0234375,0.046875,0.86328125,0.328125,0.546875,0.42578125,0.1171875,0.03125,0.09375
356,0.994117647,36.23311,0.987443946,0.912224109,0.994526316,23.703125,29.78125,1.94921875,4.9140625,3.38671875,2.01953125,6.41015625,0.328125,4.79296875,1.42578125,0.390625,0.28515625,0.18359375,0.23828125,0.5703125,0.3828125,2.11328125,1.30078125,0.1875,0.38671875,0.19140625,0.3203125,1.4296875,0.03125,0.03515625,0.12890625,1.7421875,0.03125,0.52734375,2.36328125,0.47265625,0.02734375,1.65234375,0.5234375,0.05859375,0.80078125,0.0625,1.28125,0.36328125,0.60546875,0.36328125,0.0078125,0.1328125,0.234375,0.984375,0.1796875,0.5234375,0.125,0.03125,0.00390625,0.015625
357,0.994117647,36.23311,0.987443946,0.912224109,0.994526316,15.265625,34.01171875,2.21484375,4.81640625,3.00390625,0.984375,7.1796875,0.3046875,5.81640625,1.74609375,0.51953125,0.21484375,0.29296875,0.19921875,0.7109375,0.6015625,3.2109375,0.390625,0.24609375,0.5078125,0.28125,0.37890625,2.515625,0.0390625,0.0234375,0.09375,2.3046875,0.01953125,1.09765625,2.91015625,0.59765625,0.015625,1.8125,0.734375,0.0390625,0.68359375,0.1171875,0.0234375,0.4921875,0.9921875,0.3515625,0.02734375,0.01171875,0.0078125,1.17578125,0.21875,0.4921875,0.234375,0.04296875,0.00390625,0.0234375
358,0.994117647,36.23311,0.987443946,0.912224109,0.994526316,15.78515625,32.78515625,2.2890625,4.97265625,3.09765625,0.96484375,6.921875,0.41796875,5.98046875,1.6875,0.46484375,0.23046875,0.2890625,0.21484375,0.73046875,0.58203125,3.55859375,0.46875,0.25,0.515625,0.25,0.36328125,2.515625,0.0625,0.02734375,0.078125,2.1953125,0.0234375,1.21875,2.8671875,0.55078125,0.0078125,1.90234375,0.76953125,0.0546875,0.7109375,0.1015625,0.01953125,0.53515625,0.99609375,0.4375,0.02734375,0.01171875,0.01171875,1.13671875,0.19140625,0.43359375,0.22265625,0.04296875,0,0.02734375
359,0.982608696,36.23311,0.341538462,0.456666667,0.333333333,18.671875,26.12109375,2.5078125,4.05859375,2.55078125,2.62890625,1.703125,0.30078125,1.8515625,0.44921875,0.3125,0.16015625,0.58203125,0.171875,0.859375,0.29296875,0.7890625,22.9609375,0.26953125,0.14453125,0.05078125,0.390625,0.46484375,0.0078125,0.01171875,0.0390625,0.2890625,0.08203125,0.2265625,4.64453125,0.6015625,0.02734375,0.1015625,1.01953125,0.15234375,1.0625,0.23828125,0.18359375,0.14453125,0.4296875,0.9296875,0.01171875,0.171875,0.13671875,0.35546875,0.02734375,0.56640625,0.13671875,0.015625,0.0234375,0.0703125
360,0.982608696,36.23311,0.341538462,0.456666667,0.333333333,58.34765625,14.40234375,1.046875,1.64453125,1.08984375,12.70703125,1.0625,0.13671875,0.7578125,0.33984375,0.125,0.078125,0.33984375,0.07421875,0.3828125,0.08203125,0.38671875,0.45703125,0.140625,0.0703125,0.015625,0.17578125,0.21484375,0.0078125,0.00390625,0.01953125,0.12109375,0.04296875,0.109375,2.66796875,0.25390625,0.04296875,0.10546875,0.4140625,0.046875,0.53125,0.0546875,0.0859375,0.07421875,0.203125,0.46875,0,0.046875,0.0546875,0.1015625,0.015625,0.29296875,0.07421875,0.04296875,0,0.0390625
361,0.982608696,36.23311,0.341538462,0.456666667,0.333333333,61.69921875,14.08203125,1.1953125,1.53125,1.1015625,9.7734375,1.125,0.1015625,0.94921875,0.29296875,0.109375,0.0625,0.3046875,0.04296875,0.44140625,0.08203125,0.359375,0.2890625,0.09765625,0.03515625,0.0234375,0.25390625,0.27734375,0,0.00390625,0.05078125,0.1328125,0.02734375,0.09375,2.41015625,0.28515625,0.01953125,0.12890625,0.42578125,0.0234375,0.62890625,0.0546875,0.08203125,0.08984375,0.21875,0.46875,0,0.04296875,0.046875,0.078125,0.0234375,0.30859375,0.046875,0.02734375,0.00390625,0.046875
362,0.982608696,36.23311,0.341538462,0.456666667,0.333333333,28.40234375,24.63671875,2.44140625,3.26953125,2.171875,1.46875,1.28125,0.22265625,1.7421875,0.296875,0.203125,0.125,0.44921875,0.1875,0.76171875,0.2109375,0.64453125,21.31640625,0.19921875,0.08203125,0.0625,0.32421875,0.4765625,0.00390625,0.0078125,0.02734375,0.24609375,0.0703125,0.203125,3.17578125,0.4609375,0.04296875,0.05078125,0.5546875,0.1171875,0.8125,0.19921875,0.41796875,0.15625,0.31640625,0.8515625,0.00390625,0.140625,0.109375,0.28125,0.03515625,0.52734375,0.12890625,0.0390625,0,0.04296875
363,0.982608696,36.23311,0.341538462,0.456666667,0.333333333,12.90625,28.6640625,3.11328125,4.51171875,2.8046875,2.91015625,1.671875,0.37109375,2.10546875,0.44921875,0.34375,0.19921875,0.796875,0.25,1.140625,0.26171875,0.765625,22.9765625,0.23828125,0.1171875,0.02734375,0.3828125,0.58203125,0,0,0.0546875,0.37890625,0.0859375,0.2890625,4.484375,0.5390625,0.0390625,0.1328125,0.8046875,0.171875,1.12890625,0.375,0.19140625,0.1796875,0.44140625,1.34765625,0,0.171875,0.1328125,0.37890625,0.01953125,0.78515625,0.1953125,0.0078125,0,0.07421875
364,0.982608696,36.23311,0.341538462,0.456666667,0.333333333,14.83984375,29.34765625,3.5234375,4.41015625,3.08203125,4.64453125,1.69921875,0.3203125,2.02734375,0.58984375,0.2890625,0.1796875,0.91015625,0.23828125,1.06640625,0.3203125,0.8203125,17.9609375,0.28125,0.203125,0.0625,0.43359375,0.625,0.03125,0,0.03515625,0.37890625,0.1484375,0.2578125,4.55859375,0.59765625,0.078125,0.09375,0.83203125,0.1796875,1.24609375,0.22265625,0.14453125,0.11328125,0.41796875,1.08984375,0.00390625,0.125,0.1171875,0.4765625,0.04296875,0.65234375,0.15234375,0.0234375,0,0.10546875
365,0.952558224,0.879171117,0.994889267,0.81037495,0.355481728,36.05078125,45.58203125,0.71484375,1.64453125,0.953125,6.328125,0.390625,0.01171875,0.86328125,0.0546875,0.1875,0.23828125,0.04296875,0.21875,0.14453125,0.03515625,0.171875,0.12890625,0.00390625,0.3125,0,0.0546875,0.33203125,0,0,0.08203125,0.03125,0,0.06640625,1.45703125,0.2265625,0.00390625,0.03125,0.01171875,0,0.1640625,0.08984375,2.5546875,0.17578125,0.125,0.140625,0.0078125,0.03515625,0.07421875,0.02734375,0.01171875,0.08984375,0.0859375,0.01171875,0,0.03125
366,0.952558224,0.879171117,0.994889267,0.81037495,0.355481728,33.84765625,45.6484375,0.78515625,2.34375,1.1484375,5.90234375,0.6875,0.01171875,1.14453125,0.125,0.28515625,0.25,0.0625,0.203125,0.140625,0.03125,0.58203125,0.171875,0.01953125,0.3046875,0.01171875,0.08203125,0.46875,0.00390625,0,0.09765625,0.0859375,0,0.18359375,1.39453125,0.3671875,0.01171875,0.04296875,0.04296875,0.00390625,0.1484375,0.04296875,2.1796875,0.23046875,0.15625,0.16796875,0.0078125,0.07421875,0.1328125,0.0390625,0.01953125,0.15625,0.06640625,0.0234375,0,0.0625
367,0.952558224,0.879171117,0.994889267,0.81037495,0.355481728,50.58984375,31.94921875,0.4453125,2.30859375,0.4921875,5.61328125,0.703125,0.0234375,0.734375,0.28515625,0.12890625,0.08984375,0.17578125,0.15234375,0.18359375,0.0078125,2.21875,0.1640625,0.01171875,0.3046875,0.0078125,0.203125,0.57421875,0,0,0.0234375,0.08203125,0,0.3203125,0.84765625,0.08203125,0,0.296875,0.015625,0.0078125,0.08203125,0.0234375,0.05859375,0.27734375,0.1484375,0.04296875,0,0.0078125,0.01953125,0.10546875,0,0.06640625,0.08984375,0.01171875,0.0078125,0.015625
368,0.952558224,0.879171117,2.475801,0.81037495,0.355481728,35.6015625,34.82421875,0.4765625,3.4609375,0.6328125,10.1953125,1.33984375,0.078125,0.8203125,0.36328125,0.1640625,0.12109375,0.17578125,0.20703125,0.23828125,0.015625,5.1015625,0.30078125,0.00390625,0.33203125,0,0.26171875,1.1171875,0,0.015625,0.05078125,0.09765625,0.00390625,0.578125,1.00390625,0.0703125,0.01171875,0.859375,0.0234375,0.0234375,0.08203125,0.015625,0.15234375,0.3984375,0.23046875,0.08203125,0.00390625,0.01171875,0.02734375,0.1953125,0.0078125,0.0625,0.109375,0.0078125,0,0.04296875
369,0.952558224,0.879171117,2.475801,0.81037495,0.355481728,41.76953125,37.8984375,0.5078125,2.42578125,0.63671875,7.81640625,0.66796875,0.0859375,0.97265625,0.22265625,0.1484375,0.0859375,0.1015625,0.1484375,0.30078125,0.01171875,1.5625,0.203125,0.01171875,0.3359375,0.00390625,0.33203125,0.54296875,0.00390625,0.0078125,0.0390625,0.11328125,0,0.234375,1.1953125,0.0703125,0.00390625,0.28515625,0.02734375,0.0234375,0.0859375,0.04296875,0.078125,0.37109375,0.18359375,0.05078125,0,0,0.01953125,0.1484375,0,0.06640625,0.1015625,0.01171875,0,0.04296875
370,0.952558224,0.879171117,2.475801,0.81037495,0.355481728,59.1484375,26.21484375,0.3671875,1.8828125,0.453125,5.61328125,0.47265625,0.0625,0.66796875,0.18359375,0.1015625,0.0625,0.05859375,0.078125,0.12890625,0,1.17578125,0.14453125,0,0.15625,0,0.21875,0.46484375,0,0.0078125,0.0234375,0.05859375,0,0.1875,0.83984375,0.06640625,0,0.32421875,0.01953125,0.0078125,0.0546875,0.0078125,0.0390625,0.2578125,0.14453125,0.04296875,0,0.0078125,0.0234375,0.0859375,0,0.046875,0.05859375,0.01171875,0,0.02734375
371,6.525154,36.23311,2.475801,10.25516,1.360973,38.1875,37.9296875,0.26171875,4.76171875,0.859375,0.68359375,0.08203125,0.13671875,5.27734375,0.1171875,1.53125,0.6875,0.0625,0.14453125,0.02734375,0.49609375,0.44921875,0.421875,0.04296875,0.04296875,0.02734375,0.296875,0.04296875,0.00390625,0.0078125,0.046875,0.05859375,0,0.02734375,0.0859375,0.06640625,0.01953125,0,0,0.04296875,0,0.83984375,2.2890625,0.66796875,0.0078125,0.0234375,0.00390625,0.29296875,0.04296875,2.44140625,0.0390625,0.04296875,0.0859375,0,0.0859375,0.20703125
372,6.525154,36.23311,2.475801,10.25516,1.360973,35.0546875,37.6484375,0.29296875,5.05078125,0.95703125,0.984375,0.09765625,0.13671875,5.67578125,0.10546875,1.80078125,0.69921875,0.07421875,0.171875,0.0234375,0.5234375,0.6640625,0.578125,0.03125,0.09765625,0.06640625,0.3046875,0.0859375,0,0.0078125,0.05859375,0.05078125,0,0.015625,0.078125,0.11328125,0.0078125,0.00390625,0.0078125,0.09375,0.0078125,0.94140625,2.66015625,0.875,0.00390625,0.015625,0.00390625,0.40234375,0.046875,2.85546875,0.02734375,0.0625,0.12890625,0,0.18359375,0.22265625
373,6.525154,36.23311,2.475801,10.25516,1.360973,39.77734375,34.3984375,0.25,5.14453125,0.8359375,0.82421875,0.08984375,0.07421875,5.5078125,0.0859375,1.4375,0.5859375,0.03515625,0.125,0.03515625,0.37109375,0.6484375,0.53125,0.0546875,0.0234375,0.03515625,0.19921875,0.125,0,0.00390625,0.05859375,0.04296875,0,0.01171875,0.05078125,0.05859375,0.02734375,0,0.0078125,0.03125,0,0.98828125,3.0546875,0.95703125,0.00390625,0.0078125,0.00390625,0.40625,0.0546875,2.4296875,0.02734375,0.06640625,0.1015625,0,0.14453125,0.265625
374,6.525154,36.23311,2.475801,10.25516,1.360973,21.03125,55.703125,0.30078125,3.12109375,1.6953125,0.765625,0.48828125,0.55859375,2.62890625,0.3125,1.515625,1.06640625,0.0078125,0.23046875,0.27734375,0.57421875,0.171875,0.16015625,0.0078125,0.03515625,0.26953125,0.2109375,0.40234375,0.15234375,0.01171875,0.4453125,0.2578125,0.05078125,0.02734375,2.4765625,0.06640625,0.02734375,0.65234375,0.015625,0.01171875,1.3515625,0.12109375,1.05078125,0.08203125,0.2734375,0.046875,0.06640625,0.04296875,0.046875,0.12109375,0.41796875,0.1328125,0.41015625,0.06640625,0.01953125,0.01953125
375,6.525154,36.23311,2.475801,10.25516,1.360973,18.046875,33.9453125,1.8125,3.7265625,4.9609375,0.5078125,2.16796875,1.3203125,2.51953125,0.578125,2.59765625,0.86328125,0.04296875,0.3359375,1.15234375,0.51953125,0.64453125,0.203125,0.23046875,0.33203125,3.6796875,1.07421875,1.57421875,0.93359375,0.01953125,0.7890625,0.765625,0.203125,0.13671875,6.140625,0.53515625,0.01171875,2.03515625,0.203125,0.05078125,2.10546875,0.15625,0.12109375,0.46875,0.57421875,0.109375,0.05078125,0,0.0078125,0.26171875,0.1796875,0.16796875,0.40234375,0.61328125,0.0078125,0.11328125
376,6.525154,36.23311,2.475801,10.25516,1.360973,16.48046875,30.3359375,1.8515625,4.19140625,5.4140625,0.5546875,3.0078125,1.64453125,2.8203125,0.9921875,3.32421875,0.96875,0.11328125,0.46875,1.3203125,0.57421875,0.80078125,0.26953125,0.29296875,0.3359375,3.703125,1.08984375,2.3359375,1.2109375,0.015625,0.66796875,0.8984375,0.24609375,0.1953125,5.71484375,0.75,0.0234375,1.73828125,0.23828125,0.015625,2.0546875,0.16796875,0.0234375,0.53125,0.68359375,0.109375,0.05859375,0.01171875,0,0.28515625,0.10546875,0.19140625,0.375,0.703125,0.0078125,0.0859375
377,6.525154,36.23311,2.475801,10.25516,1.360973,29.86328125,37.890625,0.65234375,4.51171875,1.68359375,0.5703125,0.76171875,0.29296875,5.1484375,0.62890625,1.44921875,0.90234375,0.0859375,0.66796875,1.80078125,0.859375,0.55859375,0.171875,0.015625,0.078125,0.03515625,0.11328125,0.54296875,0.0078125,0.0078125,0.21484375,0.19140625,0.109375,0.1875,3.17578125,0.828125,0.09765625,0.76953125,0.26953125,0.03125,0.09375,0.5703125,0.359375,0.98828125,0.27734375,0.1015625,0.0703125,0.03125,0.0234375,0.0390625,0.16796875,0.19140625,1.80859375,0.0703125,0.00390625,0.02734375
378,6.525154,36.23311,2.475801,10.25516,1.360973,28.15625,41.76171875,0.71484375,4.21484375,1.49609375,0.4765625,0.5859375,0.328125,5.328125,0.48828125,1.58984375,0.99609375,0.0703125,0.58203125,1.44921875,0.875,0.2421875,0.17578125,0.00390625,0.09375,0.0234375,0.125,0.37890625,0.00390625,0,0.21484375,0.26953125,0.09765625,0.12890625,2.84765625,0.7109375,0.0859375,0.47265625,0.09375,0.0234375,0.1015625,0.65625,0.3671875,0.80859375,0.25390625,0.0859375,0.0546875,0.03515625,0.05078125,0.06640625,0.13671875,0.16015625,2.0234375,0.0859375,0,0.0078125
379,6.525154,36.23311,2.475801,10.25516,1.360973,26.1171875,41.421875,0.62890625,4.58984375,1.65625,0.4453125,0.56640625,0.3671875,5.12890625,0.47265625,1.671875,1.23046875,0.08984375,0.61328125,1.79296875,0.9921875,0.26953125,0.21484375,0.01171875,0.12109375,0.04296875,0.11328125,0.33984375,0.0078125,0.0078125,0.3203125,0.28515625,0.13671875,0.13671875,3.05078125,0.8828125,0.09765625,0.88671875,0.06640625,0.0390625,0.125,0.6640625,0.3359375,0.83203125,0.2734375,0.09375,0.09765625,0.01953125,0.05859375,0.0546875,0.19140625,0.140625,2.1953125,0.0703125,0.00390625,0.02734375
380,6.525154,36.23311,2.475801,10.25516,1.360973,33.21484375,27.95703125,1.109375,5.3984375,1.12890625,0.6796875,1.11328125,0.11328125,15.49609375,0.6171875,1.484375,0.359375,0.21875,0.33984375,0.94921875,0.33984375,0.53515625,0.3515625,0.05078125,0.16015625,0.0078125,0.05859375,0.1796875,0.00390625,0.015625,0.36328125,0.25390625,0,0.15234375,1.57421875,0.1015625,0.02734375,0.859375,0.44921875,0.0234375,0.0859375,0.57421875,0.98046875,0.24609375,0.17578125,0.08203125,0.08203125,0.1484375,0.09765625,0.0546875,1.0859375,0.0703125,0.39453125,0.0859375,0.015625,0.1328125
381,6.525154,36.23311,2.475801,10.25516,1.360973,29.97265625,27.75,1.40625,5.046875,1.15234375,0.49609375,0.9453125,0.171875,18.8203125,0.58984375,1.84375,0.51171875,0.3359375,0.41015625,1.63671875,0.390625,0.3828125,0.265625,0.0703125,0.23828125,0.01171875,0.07421875,0.09765625,0.00390625,0.01171875,0.29296875,0.30078125,0,0.09375,1.45703125,0.109375,0.015625,0.28515625,0.21875,0.0078125,0.06640625,0.46875,1.01953125,0.21875,0.1015625,0.0625,0.109375,0.09765625,0.07421875,0.0625,1.53515625,0.0859375,0.51953125,0.06640625,0.01171875,0.08203125
382,6.525154,36.23311,2.475801,10.25516,1.360973,30.24609375,29.36328125,1.328125,5.21875,1.18359375,0.40625,0.90625,0.1875,17.52734375,0.57421875,1.6640625,0.50390625,0.28515625,0.359375,1.1796875,0.4296875,0.265625,0.30078125,0.09375,0.2421875,0.015625,0.07421875,0.10546875,0.0078125,0.0234375,0.359375,0.33203125,0,0.12109375,1.7421875,0.1484375,0.03515625,0.51953125,0.20703125,0.015625,0.08203125,0.45703125,0.59375,0.21875,0.12890625,0.0625,0.09375,0.05859375,0.1171875,0.046875,1.31640625,0.08203125,0.48046875,0.08203125,0.01953125,0.1875
383,6.525154,36.23311,2.475801,10.25516,1.360973,28.625,38.81640625,0.80859375,3.84375,1.9140625,1.24609375,4.8828125,0.296875,4.53125,0.45703125,1.8359375,2.21875,0.1796875,0.1640625,0.2109375,0.67578125,0.51171875,0.28515625,0.0390625,0.23046875,0.03125,0.11328125,0.23046875,0.13671875,0.01953125,0.19140625,0.46875,0.046875,0.01171875,0.43359375,0.35546875,0.01171875,0.44921875,0.1953125,0.00390625,0.20703125,0.58203125,1.9296875,0.2265625,1.31640625,0.0546875,0.1875,0.0234375,0.04296875,0.02734375,0.2734375,0.12890625,0.37890625,0.015625,0.03125,0.1015625
384,6.525154,36.23311,2.475801,10.25516,1.360973,29.16796875,38.5234375,0.70703125,3.66015625,1.99609375,1.265625,4.625,0.22265625,5.04296875,0.359375,1.87890625,2,0.17578125,0.125,0.19140625,0.765625,0.54296875,0.32421875,0.04296875,0.24609375,0.03125,0.125,0.17578125,0.12890625,0.0390625,0.19140625,0.40625,0.02734375,0.0078125,0.421875,0.328125,0.05078125,0.51953125,0.15625,0,0.25390625,0.5078125,1.72265625,0.2265625,1.38671875,0.08203125,0.23828125,0.04296875,0.02734375,0.04296875,0.2421875,0.12109375,0.5,0.03125,0.02734375,0.07421875
385,6.525154,36.23311,2.475801,10.25516,1.360973,28.37890625,38.375,0.7578125,3.62109375,2.1875,1.46484375,4.59765625,0.26953125,5.328125,0.42578125,1.87109375,1.89453125,0.15625,0.16015625,0.171875,0.74609375,0.5625,0.30859375,0.05859375,0.22265625,0.03125,0.12890625,0.1875,0.09765625,0.0390625,0.21484375,0.4453125,0.0390625,0.01953125,0.4609375,0.328125,0.01953125,0.54296875,0.1328125,0.00390625,0.30859375,0.67578125,1.61328125,0.28125,1.4921875,0.09375,0.23828125,0.046875,0.046875,0.06640625,0.1796875,0.140625,0.375,0.03515625,0.03125,0.125
386,6.525154,36.23311,2.475801,10.25516,1.360973,34.3046875,30.6171875,1.234375,3.6640625,2.51171875,1.4296875,4.54296875,0.51953125,4.21875,0.46484375,1.26953125,2.05859375,0.06640625,0.0546875,0.20703125,0.84765625,0.79296875,0.50390625,0.04296875,0.328125,0.0859375,0.1875,0.28515625,0.24609375,0.046875,0.1953125,0.73828125,0.125,0.15625,0.453125,0.51171875,0.0703125,0.80859375,0.109375,0.046875,2.046875,0.25,1.34375,0.35546875,0.86328125,0.08984375,0.24609375,0.06640625,0.07421875,0.3125,0.15234375,0.09375,0.1875,0.1015625,0.05078125,0.01953125
387,6.525154,36.23311,2.475801,10.25516,1.360973,34.56640625,32.45703125,1.11328125,3.5,2.46484375,1.20703125,4.15625,0.49609375,3.69921875,0.3984375,1.37109375,1.8828125,0.04296875,0.0625,0.20703125,0.90234375,0.67578125,0.45703125,0.03515625,0.3359375,0.14453125,0.1953125,0.28515625,0.17578125,0.03125,0.234375,0.71484375,0.0703125,0.09375,0.53125,0.40625,0.0390625,0.6640625,0.09765625,0.0546875,2.17578125,0.30078125,1.30078125,0.31640625,0.734375,0.078125,0.296875,0.08984375,0.0546875,0.29296875,0.125,0.1328125,0.17578125,0.1015625,0.04296875,0.01171875
